mask_x,mask_y,world_x_min,world_z_min,world_x_max_exclusive,world_z_max_exclusive,previous_rgba,proposed_tile_id,support,width_cells,biome,rationale,prior_nearest_distance_squared,prior_nearest_ties,previous_proposal,patch,category
1425,667,78720,-8064,78848,-7936,0/0/0/0,T111,V,8,mirkwoodMountains,no nearby map transition,2,,T111,37,ordinary_land
1426,667,78848,-8064,78976,-7936,0/0/0/0,T111,V,5,mirkwoodMountains,no nearby map transition,1,,T111,37,ordinary_land
1425,668,78720,-7936,78848,-7808,0/0/0/0,T111,V,8,mirkwoodMountains,no nearby map transition,1,,T111,37,ordinary_land
1425,669,78720,-7808,78848,-7680,0/0/0/0,T111,V,8,mirkwoodMountains,no nearby map transition,1,,T111,37,ordinary_land
1454,666,82432,-8192,82560,-8064,0/0/0/0,T100,D+,4,mirkwoodCorrupted,four or more consistent original boundary edges on connected map transition; same-biome reach,1,,T100,38,supported_biome_transition
1455,667,82560,-8064,82688,-7936,0/0/0/0,T100,D+,4,mirkwoodCorrupted,four or more consistent original boundary edges on connected map transition; same-biome reach,1,,T100,40,supported_biome_transition
1457,669,82816,-7808,82944,-7680,0/0/0/0,T120,D+,4,mirkwoodMountains,four or more consistent original boundary edges on connected map transition; same-biome reach,1,T100|T120,T100,42,supported_biome_transition
1422,674,78336,-7168,78464,-7040,0/0/0/0,T111,D-,5,mirkwoodMountains,four or more consistent original boundary edges on connected map transition; same-biome reach,2,,T111,47,supported_biome_transition
1416,675,77568,-7040,77696,-6912,0/0/0/0,T128,H,7,mirkwoodCorrupted,four or more consistent original boundary edges on connected map transition; same-biome reach,1,,T128,47,supported_biome_transition
1417,675,77696,-7040,77824,-6912,0/0/0/0,T128,H,7,mirkwoodCorrupted,four or more consistent original boundary edges on connected map transition; same-biome reach,1,,T128,47,supported_biome_transition
1418,675,77824,-7040,77952,-6912,0/0/0/0,T128,H,7,mirkwoodCorrupted,four or more consistent original boundary edges on connected map transition; same-biome reach,1,,T128,47,supported_biome_transition
1419,675,77952,-7040,78080,-6912,0/0/0/0,T111,H,7,mirkwoodMountains,four or more consistent original boundary edges on connected map transition; same-biome reach,2,,T128,47,supported_biome_transition
1420,675,78080,-7040,78208,-6912,0/0/0/0,T111,H,7,mirkwoodMountains,four or more consistent original boundary edges on connected map transition; same-biome reach,5,,T128,47,supported_biome_transition
1421,675,78208,-7040,78336,-6912,0/0/0/0,T111,D-+H,5,mirkwoodMountains,four or more consistent original boundary edges on connected map transition; same-biome reach,2,,T128,47,supported_biome_transition
1422,675,78336,-7040,78464,-6912,0/0/0/0,T111,H,7,mirkwoodMountains,four or more consistent original boundary edges on connected map transition; same-biome reach,1,T111|T128,T111,47,supported_biome_transition
1426,674,78848,-7168,78976,-7040,0/0/0/0,T111,D-,4,mirkwoodMountains,no nearby map transition,1,,T111,48,ordinary_land
1425,675,78720,-7040,78848,-6912,0/0/0/0,T111,D-,4,mirkwoodMountains,no nearby map transition,1,,T111,48,ordinary_land
1426,675,78848,-7040,78976,-6912,0/0/0/0,T111,D-,3,mirkwoodMountains,no nearby map transition,1,,T111,48,ordinary_land
1424,676,78592,-6912,78720,-6784,0/0/0/0,T111,D-+H+V,2,mirkwoodMountains,four or more consistent original boundary edges on connected map transition; same-biome reach,1,T111|T128,T128,48,supported_biome_transition
1425,676,78720,-6912,78848,-6784,0/0/0/0,T111,D-+H,3,mirkwoodMountains,no nearby map transition,2,,T111,48,ordinary_land
1426,676,78848,-6912,78976,-6784,0/0/0/0,T111,D-+H,2,mirkwoodMountains,no nearby map transition,1,,T111,48,ordinary_land
1423,677,78464,-6784,78592,-6656,0/0/0/0,T111,D-+H,4,mirkwoodMountains,four or more consistent original boundary edges on connected map transition; same-biome reach,1,,T128,48,supported_biome_transition
1424,677,78592,-6784,78720,-6656,0/0/0/0,T111,D++D-+H+V,1,mirkwoodMountains,four or more consistent original boundary edges on connected map transition; same-biome reach,1,,T128,48,supported_biome_transition
1425,677,78720,-6784,78848,-6656,0/0/0/0,T111,D-+H,2,mirkwoodMountains,no nearby map transition,1,,T111,48,ordinary_land
1426,677,78848,-6784,78976,-6656,0/0/0/0,T111,H,4,mirkwoodMountains,no nearby map transition,1,,T111,48,ordinary_land
1434,674,79872,-7168,80000,-7040,0/0/0/0,T111,D+,2,mirkwoodMountains,no nearby map transition,1,,T111,49,ordinary_land
1420,680,78080,-6400,78208,-6272,0/0/0/0,T128,H,7,mirkwoodCorrupted,four or more consistent original boundary edges on connected map transition; same-biome reach,1,,T128,51,supported_biome_transition
1421,680,78208,-6400,78336,-6272,0/0/0/0,T128,H,7,mirkwoodCorrupted,four or more consistent original boundary edges on connected map transition; same-biome reach,1,,T128,51,supported_biome_transition
1422,680,78336,-6400,78464,-6272,0/0/0/0,T111,H,7,mirkwoodMountains,four or more consistent original boundary edges on connected map transition; same-biome reach,1,,T128,51,supported_biome_transition
1423,680,78464,-6400,78592,-6272,0/0/0/0,T111,H,7,mirkwoodMountains,four or more consistent original boundary edges on connected map transition; same-biome reach,1,,T128,51,supported_biome_transition
1424,680,78592,-6400,78720,-6272,0/0/0/0,T111,D-+H,5,mirkwoodMountains,four or more consistent original boundary edges on connected map transition; same-biome reach,1,,T128,51,supported_biome_transition
1425,680,78720,-6400,78848,-6272,0/0/0/0,T111,H+V,2,mirkwoodMountains,four or more consistent original boundary edges on connected map transition; same-biome reach,1,,T111,51,supported_biome_transition
1426,680,78848,-6400,78976,-6272,0/0/0/0,T111,D++D-+H+V,1,mirkwoodMountains,four or more consistent original boundary edges on connected map transition; same-biome reach,1,T111|T128,T111,51,supported_biome_transition
1423,681,78464,-6272,78592,-6144,0/0/0/0,T111,D-,5,mirkwoodMountains,four or more consistent original boundary edges on connected map transition; same-biome reach,4,,T128,51,supported_biome_transition
1425,681,78720,-6272,78848,-6144,0/0/0/0,T111,D-+V,2,mirkwoodMountains,four or more consistent original boundary edges on connected map transition; same-biome reach,1,,T128,51,supported_biome_transition
1424,682,78592,-6144,78720,-6016,0/0/0/0,T128,D-,4,mirkwoodCorrupted,four or more consistent original boundary edges on connected map transition; same-biome reach,1,,T128,53,supported_biome_transition
1423,683,78464,-6016,78592,-5888,0/0/0/0,T128,D-,4,mirkwoodCorrupted,four or more consistent original boundary edges on connected map transition; same-biome reach,1,,T128,54,supported_biome_transition
1212,699,51456,-3968,51584,-3840,0/0/0/0,T133,H,8,mistyMountains,no nearby map transition,2,,T133,56,ordinary_land
1213,699,51584,-3968,51712,-3840,0/0/0/0,T133,H,8,mistyMountains,no nearby map transition,1,T127|T133,T133,56,ordinary_land
1212,700,51456,-3840,51584,-3712,0/0/0/0,T133,H,7,mistyMountains,no nearby map transition,1,,T133,56,ordinary_land
1227,699,53376,-3968,53504,-3840,0/0/0/0,T127,D+,5,mistyMountains,no nearby map transition,1,,T127,57,ordinary_land
1228,700,53504,-3840,53632,-3712,0/0/0/0,T133,D++H,5,mistyMountains,no nearby map transition,1,T127|T133,T133,58,ordinary_land
1229,700,53632,-3840,53760,-3712,0/0/0/0,T133,H,8,mistyMountains,no nearby map transition,2,,T133,58,ordinary_land
1230,700,53760,-3840,53888,-3712,0/0/0/0,T133,H,8,mistyMountains,no nearby map transition,5,,T133,58,ordinary_land
1231,700,53888,-3840,54016,-3712,0/0/0/0,T133,H,8,mistyMountains,no nearby map transition,8,,T133,58,ordinary_land
1232,700,54016,-3840,54144,-3712,0/0/0/0,T133,H,8,mistyMountains,four or more consistent original boundary edges on connected map transition; same-biome reach,8,,T174,58,supported_biome_transition
1233,700,54144,-3840,54272,-3712,0/0/0/0,T133,H,8,mistyMountains,four or more consistent original boundary edges on connected map transition; same-biome reach,5,,T174,58,supported_biome_transition
1234,700,54272,-3840,54400,-3712,0/0/0/0,T133,H,8,mistyMountains,four or more consistent original boundary edges on connected map transition; same-biome reach,2,,T174,58,supported_biome_transition
1235,700,54400,-3840,54528,-3712,0/0/0/0,T174,H,8,mistyMountainsFoothills,four or more consistent original boundary edges on connected map transition; same-biome reach,1,,T174,58,supported_biome_transition
1229,701,53632,-3712,53760,-3584,0/0/0/0,T133,D++H,5,mistyMountains,no nearby map transition,1,,T133,58,ordinary_land
1230,701,53760,-3712,53888,-3584,0/0/0/0,T133,H,6,mistyMountains,no nearby map transition,2,,T133,58,ordinary_land
1231,701,53888,-3712,54016,-3584,0/0/0/0,T133,H,6,mistyMountains,no nearby map transition,5,,T133,58,ordinary_land
1232,701,54016,-3712,54144,-3584,0/0/0/0,T133,H,6,mistyMountains,four or more consistent original boundary edges on connected map transition; same-biome reach,5,T133|T174,T174,58,supported_biome_transition
1233,701,54144,-3712,54272,-3584,0/0/0/0,T133,H,6,mistyMountains,four or more consistent original boundary edges on connected map transition; same-biome reach,2,,T174,58,supported_biome_transition
1234,701,54272,-3712,54400,-3584,0/0/0/0,T133,H,6,mistyMountains,four or more consistent original boundary edges on connected map transition; same-biome reach,1,,T174,58,supported_biome_transition
1230,702,53760,-3584,53888,-3456,0/0/0/0,T133,D++H,4,mistyMountains,no nearby map transition,1,,T133,58,ordinary_land
1231,702,53888,-3584,54016,-3456,0/0/0/0,T133,H,4,mistyMountains,no nearby map transition,2,,T133,58,ordinary_land
1232,702,54016,-3584,54144,-3456,0/0/0/0,T133,H,4,mistyMountains,four or more consistent original boundary edges on connected map transition; same-biome reach,2,,T133,58,supported_biome_transition
1233,702,54144,-3584,54272,-3456,0/0/0/0,T133,H,4,mistyMountains,four or more consistent original boundary edges on connected map transition; same-biome reach,1,T133|T174,T174,58,supported_biome_transition
1231,703,53888,-3456,54016,-3328,0/0/0/0,T133,D+,5,mistyMountains,no nearby map transition,1,,T133,58,ordinary_land
1204,708,50432,-2816,50560,-2688,0/0/0/0,T141,D-,5,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T141,59,ordinary_land
1205,708,50560,-2816,50688,-2688,0/0/0/0,T133,D-,5,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T133,59,ordinary_land
1203,709,50304,-2688,50432,-2560,0/0/0/0,T141,D-,5,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T141,59,ordinary_land
1204,709,50432,-2688,50560,-2560,0/0/0/0,T141,D-,5,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T141,59,ordinary_land
1241,714,55168,-2048,55296,-1920,0/0/0/0,T174,D+,5,mistyMountainsFoothills,four or more consistent original boundary edges on connected map transition; same-biome reach,1,,T174,64,supported_biome_transition
1157,806,44416,9728,44544,9856,0/0/0/0,T188,D-,4,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T188,68,ordinary_land
1158,806,44544,9728,44672,9856,0/0/0/0,T188,D-,5,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T188,68,ordinary_land
1156,807,44288,9856,44416,9984,0/0/0/0,T188,D-,4,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T188,68,ordinary_land
1157,807,44416,9856,44544,9984,0/0/0/0,T188,D-,5,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T188,68,ordinary_land
1155,808,44160,9984,44288,10112,0/0/0/0,T188,D-,4,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T188,68,ordinary_land
1156,808,44288,9984,44416,10112,0/0/0/0,T188,D-,5,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",9,,T188,68,ordinary_land
1154,809,44032,10112,44160,10240,0/0/0/0,T188,D-,4,mistyMountains,no nearby map transition,1,,T188,68,ordinary_land
1155,809,44160,10112,44288,10240,0/0/0/0,T188,D-,5,mistyMountains,no nearby map transition,4,,T188,68,ordinary_land
1154,810,44032,10240,44160,10368,0/0/0/0,T218,D-,5,mistyMountains,no nearby map transition,1,,T218,68,ordinary_land
753,826,-7296,12288,-7168,12416,0/0/0/0,T205,D+,5,blueMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T205,69,ordinary_land
754,826,-7168,12288,-7040,12416,0/0/0/0,T205,D+,4,blueMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T205,69,ordinary_land
754,827,-7168,12416,-7040,12544,0/0/0/0,T205,D+,5,blueMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T205,69,ordinary_land
755,827,-7040,12416,-6912,12544,0/0/0/0,T205,D+,4,blueMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T205,69,ordinary_land
755,828,-7040,12544,-6912,12672,0/0/0/0,T205,D+,5,blueMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",9,,T205,69,ordinary_land
756,828,-6912,12544,-6784,12672,0/0/0/0,T205,D+,4,blueMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T205,69,ordinary_land
756,829,-6912,12672,-6784,12800,0/0/0/0,T205,D+,5,blueMountains,no nearby map transition,4,,T205,69,ordinary_land
757,829,-6784,12672,-6656,12800,0/0/0/0,T205,D+,4,blueMountains,no nearby map transition,1,,T205,69,ordinary_land
757,830,-6784,12800,-6656,12928,0/0/0/0,T230,D+,5,blueMountains,no nearby map transition,1,,T230,69,ordinary_land
1158,835,44544,13440,44672,13568,0/0/0/0,T218,D+,5,eregion,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T218,70,ordinary_land
1158,836,44544,13568,44672,13696,0/0/0/0,T218,D+,4,eregion,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T218,70,ordinary_land
1159,836,44672,13568,44800,13696,0/0/0/0,T218,D+,5,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",2,,T218,70,ordinary_land
1159,837,44672,13696,44800,13824,0/0/0/0,T218,D+,4,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T218,70,ordinary_land
1160,837,44800,13696,44928,13824,0/0/0/0,T218,D+,5,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",2,,T218,70,ordinary_land
1160,838,44800,13824,44928,13952,0/0/0/0,T218,D+,4,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T218,70,ordinary_land
1161,838,44928,13824,45056,13952,0/0/0/0,T218,D+,5,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",2,,T218,70,ordinary_land
1161,839,44928,13952,45056,14080,0/0/0/0,T218,D++H,4,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,T218|T220,T218,70,ordinary_land
1162,839,45056,13952,45184,14080,0/0/0/0,T220,D++H,5,mistyMountains,no nearby map transition,1,,T220,70,ordinary_land
1163,839,45184,13952,45312,14080,0/0/0/0,T220,H,6,mistyMountains,no nearby map transition,1,,T220,70,ordinary_land
1164,839,45312,13952,45440,14080,0/0/0/0,T220,H,6,mistyMountains,no nearby map transition,1,,T220,70,ordinary_land
1165,839,45440,13952,45568,14080,0/0/0/0,T220,H,6,mistyMountains,no nearby map transition,1,,T220,70,ordinary_land
1166,839,45568,13952,45696,14080,0/0/0/0,T220,H,6,mistyMountains,no nearby map transition,1,,T220,70,ordinary_land
1187,837,48256,13696,48384,13824,0/0/0/0,T231,D-,5,mistyMountainsFoothills,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T231,71,ordinary_land
1186,838,48128,13824,48256,13952,0/0/0/0,T231,D-,5,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T231,71,ordinary_land
1187,838,48256,13824,48384,13952,0/0/0/0,T231,D-,4,mistyMountainsFoothills,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T231,71,ordinary_land
1185,839,48000,13952,48128,14080,0/0/0/0,T231,D-,5,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",9,,T231,71,ordinary_land
1186,839,48128,13952,48256,14080,0/0/0/0,T231,D-,4,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T231,71,ordinary_land
1187,839,48256,13952,48384,14080,0/0/0/0,T231,D-,3,mistyMountainsFoothills,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T231,71,ordinary_land
1184,840,47872,14080,48000,14208,0/0/0/0,T220,D-,5,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T220,71,ordinary_land
1185,840,48000,14080,48128,14208,0/0/0/0,T231,D-,4,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T231,71,ordinary_land
1186,840,48128,14080,48256,14208,0/0/0/0,T231,D-,3,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T231,71,ordinary_land
1183,841,47744,14208,47872,14336,0/0/0/0,T220,D-,5,mistyMountains,no nearby map transition,1,,T220,71,ordinary_land
1184,841,47872,14208,48000,14336,0/0/0/0,T220,D-,4,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T220,71,ordinary_land
1185,841,48000,14208,48128,14336,0/0/0/0,T231,D-,3,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T231,71,ordinary_land
1181,844,47488,14592,47616,14720,0/0/0/0,T220,D++V,5,mistyMountains,no nearby map transition,1,,T220,72,ordinary_land
1183,844,47744,14592,47872,14720,0/0/0/0,T220,D++H+V,4,mistyMountains,no nearby map transition,1,,T220,72,ordinary_land
1184,844,47872,14592,48000,14720,0/0/0/0,T220,D++D-+H+V,4,mistyMountains,no nearby map transition,1,,T220,72,ordinary_land
1185,844,48000,14592,48128,14720,0/0/0/0,T231,junction,3,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T231,72,ordinary_land
1186,844,48128,14592,48256,14720,0/0/0/0,T231,junction,2,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T231,72,ordinary_land
1187,844,48256,14592,48384,14720,0/0/0/0,T231,junction,4,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T231,72,ordinary_land
1181,845,47488,14720,47616,14848,0/0/0/0,T220,D++H+V,5,mistyMountains,no nearby map transition,1,,T220,72,ordinary_land
1182,845,47616,14720,47744,14848,0/0/0/0,T220,junction,5,mistyMountains,no nearby map transition,1,,T220,72,ordinary_land
1183,845,47744,14720,47872,14848,0/0/0/0,T220,junction,3,mistyMountains,no nearby map transition,2,,T220,72,ordinary_land
1184,845,47872,14720,48000,14848,0/0/0/0,T220,junction,4,mistyMountains,no nearby map transition,4,,T220,72,ordinary_land
1185,845,48000,14720,48128,14848,0/0/0/0,T231,junction,4,mistyMountains,no nearby map transition,4,,T231,72,ordinary_land
1186,845,48128,14720,48256,14848,0/0/0/0,T231,junction,3,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T231,72,ordinary_land
1187,845,48256,14720,48384,14848,0/0/0/0,T231,junction,2,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T231,72,ordinary_land
1181,846,47488,14848,47616,14976,0/0/0/0,T220,D++H+V,4,mistyMountains,no nearby map transition,1,,T220,72,ordinary_land
1182,846,47616,14848,47744,14976,0/0/0/0,T220,junction,4,mistyMountains,no nearby map transition,4,,T220,72,ordinary_land
1183,846,47744,14848,47872,14976,0/0/0/0,T220,junction,5,mistyMountains,no nearby map transition,5,,T220,72,ordinary_land
1184,846,47872,14848,48000,14976,0/0/0/0,T223,junction,3,mistyMountains,no nearby map transition,8,T220|T223,T223,72,ordinary_land
1185,846,48000,14848,48128,14976,0/0/0/0,T223,junction,4,mistyMountains,no nearby map transition,5,,T223,72,ordinary_land
1186,846,48128,14848,48256,14976,0/0/0/0,T223,junction,4,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T223,72,ordinary_land
1187,846,48256,14848,48384,14976,0/0/0/0,T223,junction,3,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T223,72,ordinary_land
1181,847,47488,14976,47616,15104,0/0/0/0,T220,D++D-+H+V,4,mistyMountains,no nearby map transition,1,,T220,72,ordinary_land
1182,847,47616,14976,47744,15104,0/0/0/0,T220,junction,4,mistyMountains,no nearby map transition,4,,T220,72,ordinary_land
1183,847,47744,14976,47872,15104,0/0/0/0,T220,junction,5,mistyMountains,no nearby map transition,9,,T220,72,ordinary_land
1184,847,47872,14976,48000,15104,0/0/0/0,T223,D++H+V,5,mistyMountains,no nearby map transition,5,,T223,72,ordinary_land
1185,847,48000,14976,48128,15104,0/0/0/0,T223,junction,3,mistyMountains,no nearby map transition,2,,T223,72,ordinary_land
1186,847,48128,14976,48256,15104,0/0/0/0,T223,D++H+V,4,mistyMountains,no nearby map transition,1,,T223,72,ordinary_land
1187,847,48256,14976,48384,15104,0/0/0/0,T223,D++H+V,4,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T223,72,ordinary_land
1183,848,47744,15104,47872,15232,0/0/0/0,T223,junction,4,mistyMountains,no nearby map transition,8,,T223,72,ordinary_land
1184,848,47872,15104,48000,15232,0/0/0/0,T223,D++H+V,5,mistyMountains,no nearby map transition,4,,T223,72,ordinary_land
1185,848,48000,15104,48128,15232,0/0/0/0,T223,D++H+V,5,mistyMountains,no nearby map transition,1,,T223,72,ordinary_land
1184,849,47872,15232,48000,15360,0/0/0/0,T223,D++H+V,4,mistyMountains,no nearby map transition,2,,T223,72,ordinary_land
1185,849,48000,15232,48128,15360,0/0/0/0,T223,D++D-+H+V,3,mistyMountains,no nearby map transition,1,,T223,72,ordinary_land
1157,848,44416,15104,44544,15232,0/0/0/0,T218,D+,5,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T218,73,ordinary_land
1158,848,44544,15104,44672,15232,0/0/0/0,T218,D+,5,mistyMountains,no nearby map transition,1,,T218,73,ordinary_land
1159,848,44672,15104,44800,15232,0/0/0/0,T220,D+,4,mistyMountains,no nearby map transition,1,,T220,73,ordinary_land
1161,848,44928,15104,45056,15232,0/0/0/0,T220,V,8,mistyMountains,no nearby map transition,1,,T220,73,ordinary_land
1158,849,44544,15232,44672,15360,0/0/0/0,T218,D+,5,mistyMountains,no nearby map transition,4,,T218,73,ordinary_land
1159,849,44672,15232,44800,15360,0/0/0/0,T220,D+,5,mistyMountains,no nearby map transition,4,,T220,73,ordinary_land
1160,849,44800,15232,44928,15360,0/0/0/0,T220,D+,4,mistyMountains,no nearby map transition,4,,T220,73,ordinary_land
1161,849,44928,15232,45056,15360,0/0/0/0,T220,V,8,mistyMountains,no nearby map transition,1,,T220,73,ordinary_land
1159,850,44672,15360,44800,15488,0/0/0/0,T220,D+,5,mistyMountains,no nearby map transition,9,,T220,73,ordinary_land
1160,850,44800,15360,44928,15488,0/0/0/0,T220,D+,5,mistyMountains,no nearby map transition,5,,T220,73,ordinary_land
1161,850,44928,15360,45056,15488,0/0/0/0,T220,D++V,4,mistyMountains,no nearby map transition,2,,T220,73,ordinary_land
1160,851,44800,15488,44928,15616,0/0/0/0,T220,D+,5,mistyMountains,no nearby map transition,8,,T220,73,ordinary_land
1161,851,44928,15488,45056,15616,0/0/0/0,T220,D++V,5,mistyMountains,no nearby map transition,4,,T220,73,ordinary_land
1162,851,45056,15488,45184,15616,0/0/0/0,T220,D+,4,mistyMountains,no nearby map transition,1,,T220,73,ordinary_land
1161,852,44928,15616,45056,15744,0/0/0/0,T220,D++V,5,mistyMountains,no nearby map transition,2,,T220,73,ordinary_land
1162,852,45056,15616,45184,15744,0/0/0/0,T220,D+,5,mistyMountains,no nearby map transition,1,,T220,73,ordinary_land
1161,853,44928,15744,45056,15872,0/0/0/0,T220,V,8,mistyMountains,no nearby map transition,1,,T220,73,ordinary_land
1161,854,44928,15872,45056,16000,0/0/0/0,T220,V,8,mistyMountains,no nearby map transition,1,,T220,73,ordinary_land
1161,855,44928,16000,45056,16128,0/0/0/0,T232,V,8,mistyMountains,no nearby map transition,1,,T232,73,ordinary_land
1164,854,45312,15872,45440,16000,0/0/0/0,T220,junction,2,mistyMountains,no nearby map transition,1,,T220,74,ordinary_land
1165,854,45440,15872,45568,16000,0/0/0/0,T220,junction,2,mistyMountains,no nearby map transition,1,,T220,74,ordinary_land
1166,854,45568,15872,45696,16000,0/0/0/0,T220,junction,2,mistyMountains,no nearby map transition,1,T220|T233,T220,74,ordinary_land
1164,855,45312,16000,45440,16128,0/0/0/0,T220,junction,2,mistyMountains,no nearby map transition,1,T220|T232,T220,74,ordinary_land
1165,855,45440,16000,45568,16128,0/0/0/0,T232,junction,2,mistyMountains,no nearby map transition,2,T232|T233,T232,74,ordinary_land
1166,855,45568,16000,45696,16128,0/0/0/0,T233,junction,2,mistyMountains,no nearby map transition,1,,T233,74,ordinary_land
1165,856,45440,16128,45568,16256,0/0/0/0,T232,junction,1,mistyMountains,no nearby map transition,1,T232|T233,T232,74,ordinary_land
1196,857,49408,16256,49536,16384,0/0/0/0,T223,D-,5,mistyMountains,no nearby map transition,1,,T223,75,ordinary_land
1197,857,49536,16256,49664,16384,0/0/0/0,T231,D+,5,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T231,75,ordinary_land
1190,859,48640,16512,48768,16640,0/0/0/0,T223,D-+V,1,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T223,76,ordinary_land
1190,860,48640,16640,48768,16768,0/0/0/0,T233,D-+H+V,1,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,T223|T233,T233,76,ordinary_land
1190,861,48640,16768,48768,16896,0/0/0/0,T233,D-+H+V,1,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,T223|T233,T233,76,ordinary_land
1190,862,48640,16896,48768,17024,0/0/0/0,T233,D-+V,1,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T233,76,ordinary_land
1190,863,48640,17024,48768,17152,0/0/0/0,T233,V,7,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T233,76,ordinary_land
1192,861,48896,16768,49024,16896,0/0/0/0,T223,D++D-,5,mistyMountains,no nearby map transition,1,,T223,77,ordinary_land
1192,862,48896,16896,49024,17024,0/0/0/0,T233,D+,4,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T233,77,ordinary_land
1193,862,49024,16896,49152,17024,0/0/0/0,T233,D+,5,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T233,77,ordinary_land
1193,863,49024,17024,49152,17152,0/0/0/0,T233,D+,4,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T233,77,ordinary_land
1194,863,49152,17024,49280,17152,0/0/0/0,T233,junction,5,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",9,,T233,77,ordinary_land
1199,863,49792,17024,49920,17152,0/0/0/0,T231,D-,5,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",2,,T231,77,ordinary_land
1192,864,48896,17152,49024,17280,0/0/0/0,T233,H,8,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",1,,T233,77,ordinary_land
1193,864,49024,17152,49152,17280,0/0/0/0,T233,H,8,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T233,77,ordinary_land
1194,864,49152,17152,49280,17280,0/0/0/0,T233,junction,4,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T233,77,ordinary_land
1195,864,49280,17152,49408,17280,0/0/0/0,T233,D++H,5,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T233,77,ordinary_land
1196,864,49408,17152,49536,17280,0/0/0/0,T233,H,8,mistyMountains,"transition demonstrably crosses existing tile interiors, not the tile boundary",4,,T233,77,ordinary_land
