mask_x,mask_y,world_x_min,world_z_min,world_x_max_exclusive,world_z_max_exclusive,previous_rgba,proposed_rgba,from_tile,to_tile,source,source_record,biome,rationale
636,655,-22272,-9600,-22144,-9472,0/0/0/0,0/0/108/255,GAP,T108,geography_gap_fill,34,blueMountains,no nearby map transition
637,655,-22144,-9600,-22016,-9472,0/0/0/0,0/0/108/255,GAP,T108,geography_gap_fill,34,blueMountains,no nearby map transition
2090,655,163840,-9600,163968,-9472,0/0/77/255,0/0/124/255,T077,T124,v2_boundary_correction,S0217,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1137,656,41856,-9472,41984,-9344,0/0/99/255,0/0/123/255,T099,T123,v2_boundary_correction,S0218,loneLands,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1138,656,41984,-9472,42112,-9344,0/0/99/255,0/0/123/255,T099,T123,v2_boundary_correction,S0218,loneLands,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1139,656,42112,-9472,42240,-9344,0/0/99/255,0/0/123/255,T099,T123,v2_boundary_correction,S0218,loneLands,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1140,656,42240,-9472,42368,-9344,0/0/99/255,0/0/123/255,T099,T123,v2_boundary_correction,S0218,loneLands,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1141,656,42368,-9472,42496,-9344,0/0/99/255,0/0/123/255,T099,T123,v2_boundary_correction,S0218,loneLands,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1167,656,45696,-9472,45824,-9344,0/0/123/255,0/0/99/255,T123,T099,v2_boundary_correction,S0219,coldfells,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2088,656,163584,-9472,163712,-9344,0/0/77/255,0/0/124/255,T077,T124,v2_boundary_correction,S0220,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
770,657,-5120,-9344,-4992,-9216,0/0/90/255,0/0/112/255,T090,T112,v2_boundary_correction,S0221,eriador,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1171,658,46208,-9216,46336,-9088,0/0/99/255,0/0/123/255,T099,T123,v2_boundary_correction,S0222,loneLands,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1172,658,46336,-9216,46464,-9088,0/0/99/255,0/0/123/255,T099,T123,v2_boundary_correction,S0222,loneLands,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1177,658,46976,-9216,47104,-9088,0/0/99/255,0/0/130/255,T099,T130,v2_boundary_correction,S0223,mistyMountainsFoothills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1178,658,47104,-9216,47232,-9088,0/0/99/255,0/0/130/255,T099,T130,v2_boundary_correction,S0223,mistyMountainsFoothills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1180,659,47360,-9088,47488,-8960,0/0/99/255,0/0/130/255,T099,T130,v2_boundary_correction,S0224,mistyMountainsFoothills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1181,660,47488,-8960,47616,-8832,0/0/99/255,0/0/130/255,T099,T130,v2_boundary_correction,S0224,mistyMountainsFoothills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1436,660,80128,-8960,80256,-8832,0/0/100/255,0/0/111/255,T100,T111,v2_boundary_correction,S0226,mirkwoodMountains,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1183,662,47744,-8704,47872,-8576,0/0/99/255,0/0/130/255,T099,T130,v2_boundary_correction,S0227,mistyMountainsFoothills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1184,662,47872,-8704,48000,-8576,0/0/99/255,0/0/130/255,T099,T130,v2_boundary_correction,S0227,mistyMountainsFoothills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1425,662,78720,-8704,78848,-8576,0/0/0/0,0/0/111/255,GAP,T111,geography_gap_fill,37,mirkwoodMountains,four or more consistent original boundary edges on connected map transition; same-biome reach
767,663,-5504,-8576,-5376,-8448,0/0/90/255,0/0/112/255,T090,T112,v2_boundary_correction,S0228,eriador,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1425,663,78720,-8576,78848,-8448,0/0/0/0,0/0/111/255,GAP,T111,geography_gap_fill,37,mirkwoodMountains,four or more consistent original boundary edges on connected map transition; same-biome reach
1426,663,78848,-8576,78976,-8448,0/0/0/0,0/0/111/255,GAP,T111,geography_gap_fill,37,mirkwoodMountains,four or more consistent original boundary edges on connected map transition; same-biome reach
1425,664,78720,-8448,78848,-8320,0/0/0/0,0/0/111/255,GAP,T111,geography_gap_fill,37,mirkwoodMountains,four or more consistent original boundary edges on connected map transition; same-biome reach
1426,664,78848,-8448,78976,-8320,0/0/0/0,0/0/111/255,GAP,T111,geography_gap_fill,37,mirkwoodMountains,four or more consistent original boundary edges on connected map transition; same-biome reach
2083,664,162944,-8448,163072,-8320,0/0/77/255,0/0/124/255,T077,T124,v2_boundary_correction,S0229,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1425,665,78720,-8320,78848,-8192,0/0/0/0,0/0/111/255,GAP,T111,geography_gap_fill,37,mirkwoodMountains,no nearby map transition
1426,665,78848,-8320,78976,-8192,0/0/0/0,0/0/111/255,GAP,T111,geography_gap_fill,37,mirkwoodMountains,no nearby map transition
2062,665,160256,-8320,160384,-8192,0/0/77/255,0/0/124/255,T077,T124,v2_boundary_correction,S0230,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2063,665,160384,-8320,160512,-8192,0/0/77/255,0/0/124/255,T077,T124,v2_boundary_correction,S0230,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2064,665,160512,-8320,160640,-8192,0/0/77/255,0/0/124/255,T077,T124,v2_boundary_correction,S0230,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2072,665,161536,-8320,161664,-8192,0/0/124/255,0/0/77/255,T124,T077,v2_boundary_correction,S0231,taiga,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2073,665,161664,-8320,161792,-8192,0/0/124/255,0/0/77/255,T124,T077,v2_boundary_correction,S0231,taiga,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2074,665,161792,-8320,161920,-8192,0/0/124/255,0/0/77/255,T124,T077,v2_boundary_correction,S0231,taiga,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2075,665,161920,-8320,162048,-8192,0/0/124/255,0/0/77/255,T124,T077,v2_boundary_correction,S0231,taiga,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2076,665,162048,-8320,162176,-8192,0/0/124/255,0/0/77/255,T124,T077,v2_boundary_correction,S0231,taiga,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2077,665,162176,-8320,162304,-8192,0/0/124/255,0/0/77/255,T124,T077,v2_boundary_correction,S0231,taiga,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2078,665,162304,-8320,162432,-8192,0/0/124/255,0/0/77/255,T124,T077,v2_boundary_correction,S0231,taiga,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2079,665,162432,-8320,162560,-8192,0/0/124/255,0/0/77/255,T124,T077,v2_boundary_correction,S0231,taiga,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1425,666,78720,-8192,78848,-8064,0/0/0/0,0/0/111/255,GAP,T111,geography_gap_fill,37,mirkwoodMountains,no nearby map transition
1426,666,78848,-8192,78976,-8064,0/0/0/0,0/0/111/255,GAP,T111,geography_gap_fill,37,mirkwoodMountains,no nearby map transition
1454,666,82432,-8192,82560,-8064,0/0/0/0,0/0/100/255,GAP,T100,geography_gap_fill,38,mirkwoodCorrupted,four or more consistent original boundary edges on connected map transition; same-biome reach
1425,667,78720,-8064,78848,-7936,0/0/0/0,0/0/111/255,GAP,T111,geography_gap_fill,37,mirkwoodMountains,no nearby map transition
1426,667,78848,-8064,78976,-7936,0/0/0/0,0/0/111/255,GAP,T111,geography_gap_fill,37,mirkwoodMountains,no nearby map transition
1455,667,82560,-8064,82688,-7936,0/0/0/0,0/0/100/255,GAP,T100,geography_gap_fill,40,mirkwoodCorrupted,four or more consistent original boundary edges on connected map transition; same-biome reach
1181,668,47488,-7936,47616,-7808,0/0/130/255,0/0/123/255,T130,T123,v2_boundary_correction,S0232,loneLands,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1425,668,78720,-7936,78848,-7808,0/0/0/0,0/0/111/255,GAP,T111,geography_gap_fill,37,mirkwoodMountains,no nearby map transition
765,669,-5760,-7808,-5632,-7680,0/0/90/255,0/0/112/255,T090,T112,v2_boundary_correction,S0233,eriador,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1425,669,78720,-7808,78848,-7680,0/0/0/0,0/0/111/255,GAP,T111,geography_gap_fill,37,mirkwoodMountains,no nearby map transition
1457,669,82816,-7808,82944,-7680,0/0/0/0,0/0/120/255,GAP,T120,geography_gap_fill,42,mirkwoodMountains,four or more consistent original boundary edges on connected map transition; same-biome reach
765,670,-5760,-7680,-5632,-7552,0/0/90/255,0/0/112/255,T090,T112,v2_boundary_correction,S0233,eriador,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
765,671,-5760,-7552,-5632,-7424,0/0/90/255,0/0/112/255,T090,T112,v2_boundary_correction,S0233,eriador,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2054,671,159232,-7552,159360,-7424,0/0/77/255,0/0/124/255,T077,T124,v2_boundary_correction,S0234,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
765,672,-5760,-7424,-5632,-7296,0/0/90/255,0/0/112/255,T090,T112,v2_boundary_correction,S0233,eriador,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2054,672,159232,-7424,159360,-7296,0/0/77/255,0/0/124/255,T077,T124,v2_boundary_correction,S0234,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
764,673,-5888,-7296,-5760,-7168,0/0/112/255,0/0/90/255,T112,T090,v2_boundary_correction,S0233,eriadorDowns,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2054,673,159232,-7296,159360,-7168,0/0/77/255,0/0/124/255,T077,T124,v2_boundary_correction,S0234,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1422,674,78336,-7168,78464,-7040,0/0/0/0,0/0/111/255,GAP,T111,geography_gap_fill,47,mirkwoodMountains,four or more consistent original boundary edges on connected map transition; same-biome reach
1426,674,78848,-7168,78976,-7040,0/0/0/0,0/0/111/255,GAP,T111,geography_gap_fill,48,mirkwoodMountains,no nearby map transition
1434,674,79872,-7168,80000,-7040,0/0/0/0,0/0/111/255,GAP,T111,geography_gap_fill,49,mirkwoodMountains,no nearby map transition
1185,675,48000,-7040,48128,-6912,0/0/130/255,0/0/123/255,T130,T123,v2_boundary_correction,S0235,loneLands,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1416,675,77568,-7040,77696,-6912,0/0/0/0,0/0/128/255,GAP,T128,geography_gap_fill,47,mirkwoodCorrupted,four or more consistent original boundary edges on connected map transition; same-biome reach
1417,675,77696,-7040,77824,-6912,0/0/0/0,0/0/128/255,GAP,T128,geography_gap_fill,47,mirkwoodCorrupted,four or more consistent original boundary edges on connected map transition; same-biome reach
1418,675,77824,-7040,77952,-6912,0/0/0/0,0/0/128/255,GAP,T128,geography_gap_fill,47,mirkwoodCorrupted,four or more consistent original boundary edges on connected map transition; same-biome reach
1419,675,77952,-7040,78080,-6912,0/0/0/0,0/0/111/255,GAP,T111,geography_gap_fill,47,mirkwoodMountains,four or more consistent original boundary edges on connected map transition; same-biome reach
1420,675,78080,-7040,78208,-6912,0/0/0/0,0/0/111/255,GAP,T111,geography_gap_fill,47,mirkwoodMountains,four or more consistent original boundary edges on connected map transition; same-biome reach
1421,675,78208,-7040,78336,-6912,0/0/0/0,0/0/111/255,GAP,T111,geography_gap_fill,47,mirkwoodMountains,four or more consistent original boundary edges on connected map transition; same-biome reach
1422,675,78336,-7040,78464,-6912,0/0/0/0,0/0/111/255,GAP,T111,geography_gap_fill,47,mirkwoodMountains,four or more consistent original boundary edges on connected map transition; same-biome reach
1425,675,78720,-7040,78848,-6912,0/0/0/0,0/0/111/255,GAP,T111,geography_gap_fill,48,mirkwoodMountains,no nearby map transition
1426,675,78848,-7040,78976,-6912,0/0/0/0,0/0/111/255,GAP,T111,geography_gap_fill,48,mirkwoodMountains,no nearby map transition
1185,676,48000,-6912,48128,-6784,0/0/130/255,0/0/123/255,T130,T123,v2_boundary_correction,S0235,loneLands,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1424,676,78592,-6912,78720,-6784,0/0/0/0,0/0/111/255,GAP,T111,geography_gap_fill,48,mirkwoodMountains,four or more consistent original boundary edges on connected map transition; same-biome reach
1425,676,78720,-6912,78848,-6784,0/0/0/0,0/0/111/255,GAP,T111,geography_gap_fill,48,mirkwoodMountains,no nearby map transition
1426,676,78848,-6912,78976,-6784,0/0/0/0,0/0/111/255,GAP,T111,geography_gap_fill,48,mirkwoodMountains,no nearby map transition
1185,677,48000,-6784,48128,-6656,0/0/130/255,0/0/123/255,T130,T123,v2_boundary_correction,S0235,loneLands,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1423,677,78464,-6784,78592,-6656,0/0/0/0,0/0/111/255,GAP,T111,geography_gap_fill,48,mirkwoodMountains,four or more consistent original boundary edges on connected map transition; same-biome reach
1424,677,78592,-6784,78720,-6656,0/0/0/0,0/0/111/255,GAP,T111,geography_gap_fill,48,mirkwoodMountains,four or more consistent original boundary edges on connected map transition; same-biome reach
1425,677,78720,-6784,78848,-6656,0/0/0/0,0/0/111/255,GAP,T111,geography_gap_fill,48,mirkwoodMountains,no nearby map transition
1426,677,78848,-6784,78976,-6656,0/0/0/0,0/0/111/255,GAP,T111,geography_gap_fill,48,mirkwoodMountains,no nearby map transition
762,678,-6144,-6656,-6016,-6528,0/0/90/255,0/0/112/255,T090,T112,v2_boundary_correction,S0236,eriador,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1420,680,78080,-6400,78208,-6272,0/0/0/0,0/0/128/255,GAP,T128,geography_gap_fill,51,mirkwoodCorrupted,four or more consistent original boundary edges on connected map transition; same-biome reach
1421,680,78208,-6400,78336,-6272,0/0/0/0,0/0/128/255,GAP,T128,geography_gap_fill,51,mirkwoodCorrupted,four or more consistent original boundary edges on connected map transition; same-biome reach
1422,680,78336,-6400,78464,-6272,0/0/0/0,0/0/111/255,GAP,T111,geography_gap_fill,51,mirkwoodMountains,four or more consistent original boundary edges on connected map transition; same-biome reach
1423,680,78464,-6400,78592,-6272,0/0/0/0,0/0/111/255,GAP,T111,geography_gap_fill,51,mirkwoodMountains,four or more consistent original boundary edges on connected map transition; same-biome reach
1424,680,78592,-6400,78720,-6272,0/0/0/0,0/0/111/255,GAP,T111,geography_gap_fill,51,mirkwoodMountains,four or more consistent original boundary edges on connected map transition; same-biome reach
1425,680,78720,-6400,78848,-6272,0/0/0/0,0/0/111/255,GAP,T111,geography_gap_fill,51,mirkwoodMountains,four or more consistent original boundary edges on connected map transition; same-biome reach
1426,680,78848,-6400,78976,-6272,0/0/0/0,0/0/111/255,GAP,T111,geography_gap_fill,51,mirkwoodMountains,four or more consistent original boundary edges on connected map transition; same-biome reach
2046,680,158208,-6400,158336,-6272,0/0/77/255,0/0/124/255,T077,T124,v2_boundary_correction,S0237,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1423,681,78464,-6272,78592,-6144,0/0/0/0,0/0/111/255,GAP,T111,geography_gap_fill,51,mirkwoodMountains,four or more consistent original boundary edges on connected map transition; same-biome reach
1425,681,78720,-6272,78848,-6144,0/0/0/0,0/0/111/255,GAP,T111,geography_gap_fill,51,mirkwoodMountains,four or more consistent original boundary edges on connected map transition; same-biome reach
2004,681,152832,-6272,152960,-6144,0/0/77/255,0/0/124/255,T077,T124,v2_boundary_correction,S0238,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2043,681,157824,-6272,157952,-6144,0/0/77/255,0/0/124/255,T077,T124,v2_boundary_correction,S0239,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1424,682,78592,-6144,78720,-6016,0/0/0/0,0/0/128/255,GAP,T128,geography_gap_fill,53,mirkwoodCorrupted,four or more consistent original boundary edges on connected map transition; same-biome reach
2038,682,157184,-6144,157312,-6016,0/0/124/255,0/0/77/255,T124,T077,v2_boundary_correction,S0240,taiga,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1423,683,78464,-6016,78592,-5888,0/0/0/0,0/0/128/255,GAP,T128,geography_gap_fill,54,mirkwoodCorrupted,four or more consistent original boundary edges on connected map transition; same-biome reach
2034,683,156672,-6016,156800,-5888,0/0/77/255,0/0/124/255,T077,T124,v2_boundary_correction,S0241,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
759,684,-6528,-5888,-6400,-5760,0/0/90/255,0/0/112/255,T090,T112,v2_boundary_correction,S0242,eriador,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1487,685,86656,-5760,86784,-5632,0/0/113/255,0/0/117/255,T113,T117,v2_boundary_correction,S0243,dale,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2007,685,153216,-5760,153344,-5632,0/0/77/255,0/0/124/255,T077,T124,v2_boundary_correction,S0244,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2030,685,156160,-5760,156288,-5632,0/0/124/255,0/0/77/255,T124,T077,v2_boundary_correction,S0245,taiga,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1486,686,86528,-5632,86656,-5504,0/0/113/255,0/0/117/255,T113,T117,v2_boundary_correction,S0243,dale,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2009,687,153472,-5504,153600,-5376,0/0/124/255,0/0/77/255,T124,T077,v2_boundary_correction,S0246,taiga,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2026,687,155648,-5504,155776,-5376,0/0/124/255,0/0/77/255,T124,T077,v2_boundary_correction,S0247,taiga,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1484,688,86272,-5376,86400,-5248,0/0/113/255,0/0/117/255,T113,T117,v2_boundary_correction,S0248,dale,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2011,688,153728,-5376,153856,-5248,0/0/77/255,0/0/124/255,T077,T124,v2_boundary_correction,S0249,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2012,688,153856,-5376,153984,-5248,0/0/77/255,0/0/124/255,T077,T124,v2_boundary_correction,S0249,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2013,688,153984,-5376,154112,-5248,0/0/77/255,0/0/124/255,T077,T124,v2_boundary_correction,S0249,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2016,689,154368,-5248,154496,-5120,0/0/124/255,0/0/77/255,T124,T077,v2_boundary_correction,S0250,taiga,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2017,689,154496,-5248,154624,-5120,0/0/124/255,0/0/77/255,T124,T077,v2_boundary_correction,S0250,taiga,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2018,689,154624,-5248,154752,-5120,0/0/124/255,0/0/77/255,T124,T077,v2_boundary_correction,S0250,taiga,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2019,689,154752,-5248,154880,-5120,0/0/124/255,0/0/77/255,T124,T077,v2_boundary_correction,S0250,taiga,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2020,689,154880,-5248,155008,-5120,0/0/124/255,0/0/77/255,T124,T077,v2_boundary_correction,S0250,taiga,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2021,689,155008,-5248,155136,-5120,0/0/124/255,0/0/77/255,T124,T077,v2_boundary_correction,S0250,taiga,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2022,689,155136,-5248,155264,-5120,0/0/124/255,0/0/77/255,T124,T077,v2_boundary_correction,S0250,taiga,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1212,699,51456,-3968,51584,-3840,0/0/0/0,0/0/133/255,GAP,T133,geography_gap_fill,56,mistyMountains,no nearby map transition
1213,699,51584,-3968,51712,-3840,0/0/0/0,0/0/133/255,GAP,T133,geography_gap_fill,56,mistyMountains,no nearby map transition
1227,699,53376,-3968,53504,-3840,0/0/0/0,0/0/127/255,GAP,T127,geography_gap_fill,57,mistyMountains,no nearby map transition
1212,700,51456,-3840,51584,-3712,0/0/0/0,0/0/133/255,GAP,T133,geography_gap_fill,56,mistyMountains,no nearby map transition
1228,700,53504,-3840,53632,-3712,0/0/0/0,0/0/133/255,GAP,T133,geography_gap_fill,58,mistyMountains,no nearby map transition
1229,700,53632,-3840,53760,-3712,0/0/0/0,0/0/133/255,GAP,T133,geography_gap_fill,58,mistyMountains,no nearby map transition
1230,700,53760,-3840,53888,-3712,0/0/0/0,0/0/133/255,GAP,T133,geography_gap_fill,58,mistyMountains,no nearby map transition
1231,700,53888,-3840,54016,-3712,0/0/0/0,0/0/133/255,GAP,T133,geography_gap_fill,58,mistyMountains,no nearby map transition
1232,700,54016,-3840,54144,-3712,0/0/0/0,0/0/133/255,GAP,T133,geography_gap_fill,58,mistyMountains,four or more consistent original boundary edges on connected map transition; same-biome reach
1233,700,54144,-3840,54272,-3712,0/0/0/0,0/0/133/255,GAP,T133,geography_gap_fill,58,mistyMountains,four or more consistent original boundary edges on connected map transition; same-biome reach
1234,700,54272,-3840,54400,-3712,0/0/0/0,0/0/133/255,GAP,T133,geography_gap_fill,58,mistyMountains,four or more consistent original boundary edges on connected map transition; same-biome reach
1235,700,54400,-3840,54528,-3712,0/0/0/0,0/0/174/255,GAP,T174,geography_gap_fill,58,mistyMountainsFoothills,four or more consistent original boundary edges on connected map transition; same-biome reach
1229,701,53632,-3712,53760,-3584,0/0/0/0,0/0/133/255,GAP,T133,geography_gap_fill,58,mistyMountains,no nearby map transition
1230,701,53760,-3712,53888,-3584,0/0/0/0,0/0/133/255,GAP,T133,geography_gap_fill,58,mistyMountains,no nearby map transition
1231,701,53888,-3712,54016,-3584,0/0/0/0,0/0/133/255,GAP,T133,geography_gap_fill,58,mistyMountains,no nearby map transition
1232,701,54016,-3712,54144,-3584,0/0/0/0,0/0/133/255,GAP,T133,geography_gap_fill,58,mistyMountains,four or more consistent original boundary edges on connected map transition; same-biome reach
1233,701,54144,-3712,54272,-3584,0/0/0/0,0/0/133/255,GAP,T133,geography_gap_fill,58,mistyMountains,four or more consistent original boundary edges on connected map transition; same-biome reach
1234,701,54272,-3712,54400,-3584,0/0/0/0,0/0/133/255,GAP,T133,geography_gap_fill,58,mistyMountains,four or more consistent original boundary edges on connected map transition; same-biome reach
1230,702,53760,-3584,53888,-3456,0/0/0/0,0/0/133/255,GAP,T133,geography_gap_fill,58,mistyMountains,no nearby map transition
1231,702,53888,-3584,54016,-3456,0/0/0/0,0/0/133/255,GAP,T133,geography_gap_fill,58,mistyMountains,no nearby map transition
1232,702,54016,-3584,54144,-3456,0/0/0/0,0/0/133/255,GAP,T133,geography_gap_fill,58,mistyMountains,four or more consistent original boundary edges on connected map transition; same-biome reach
1233,702,54144,-3584,54272,-3456,0/0/0/0,0/0/133/255,GAP,T133,geography_gap_fill,58,mistyMountains,four or more consistent original boundary edges on connected map transition; same-biome reach
1231,703,53888,-3456,54016,-3328,0/0/0/0,0/0/133/255,GAP,T133,geography_gap_fill,58,mistyMountains,no nearby map transition
923,708,14464,-2816,14592,-2688,0/0/116/255,0/0/144/255,T116,T144,v2_boundary_correction,S0252,chetwood,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
924,708,14592,-2816,14720,-2688,0/0/116/255,0/0/144/255,T116,T144,v2_boundary_correction,S0252,chetwood,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
927,708,14976,-2816,15104,-2688,0/0/116/255,0/0/144/255,T116,T144,v2_boundary_correction,S0253,chetwood,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
928,708,15104,-2816,15232,-2688,0/0/116/255,0/0/144/255,T116,T144,v2_boundary_correction,S0253,chetwood,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
929,708,15232,-2816,15360,-2688,0/0/116/255,0/0/144/255,T116,T144,v2_boundary_correction,S0253,chetwood,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
930,708,15360,-2816,15488,-2688,0/0/116/255,0/0/144/255,T116,T144,v2_boundary_correction,S0253,chetwood,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
931,708,15488,-2816,15616,-2688,0/0/116/255,0/0/144/255,T116,T144,v2_boundary_correction,S0253,chetwood,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
932,708,15616,-2816,15744,-2688,0/0/116/255,0/0/144/255,T116,T144,v2_boundary_correction,S0253,chetwood,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
