mask_x,mask_y,world_x_min,world_z_min,world_x_max_exclusive,world_z_max_exclusive,previous_rgba,proposed_rgba,from_tile,to_tile,segment,biome,rationale
681,461,-16512,-34432,-16384,-34304,0/0/33/255,0/0/30/255,T033,T030,S0001,forodwaith,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1311,882,64128,19456,64256,19584,0/0/246/255,0/0/250/255,T246,T250,S0366,anduinVale,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2309,882,191872,19456,192000,19584,0/0/249/255,0/0/236/255,T249,T236,S0369,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1310,883,64000,19584,64128,19712,0/0/246/255,0/0/250/255,T246,T250,S0366,anduinVale,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2306,883,191488,19584,191616,19712,0/0/249/255,0/0/236/255,T249,T236,S0370,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2307,883,191616,19584,191744,19712,0/0/249/255,0/0/236/255,T249,T236,S0370,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2294,884,189952,19712,190080,19840,0/0/249/255,0/0/236/255,T249,T236,S0371,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1309,886,63872,19968,64000,20096,0/0/246/255,0/0/250/255,T246,T250,S0372,anduinVale,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2293,886,189824,19968,189952,20096,0/0/249/255,0/0/236/255,T249,T236,S0373,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1308,887,63744,20096,63872,20224,0/0/246/255,0/0/250/255,T246,T250,S0372,anduinVale,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1910,887,140800,20096,140928,20224,0/0/225/255,0/0/244/255,T225,T244,S0374,rhunLand,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2293,887,189824,20096,189952,20224,0/0/249/255,0/0/236/255,T249,T236,S0373,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1307,888,63616,20224,63744,20352,0/0/246/255,0/0/250/255,T246,T250,S0372,anduinVale,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2292,889,189696,20352,189824,20480,0/0/249/255,0/0/236/255,T249,T236,S0375,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
720,890,-11520,20480,-11392,20608,0/0/230/255,0/0/245/255,T230,T245,S0376,lindon,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
721,890,-11392,20480,-11264,20608,0/0/230/255,0/0/245/255,T230,T245,S0376,lindon,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1306,890,63488,20480,63616,20608,0/0/246/255,0/0/250/255,T246,T250,S0377,anduinVale,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2291,890,189568,20480,189696,20608,0/0/249/255,0/0/236/255,T249,T236,S0375,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1907,891,140416,20608,140544,20736,0/0/225/255,0/0/244/255,T225,T244,S0378,rhunLand,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
726,892,-10752,20736,-10624,20864,0/0/230/255,0/0/245/255,T230,T245,S0379,lindon,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1305,892,63360,20736,63488,20864,0/0/246/255,0/0/250/255,T246,T250,S0380,anduinVale,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
729,893,-10368,20864,-10240,20992,0/0/230/255,0/0/245/255,T230,T245,S0381,lindon,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
730,893,-10240,20864,-10112,20992,0/0/230/255,0/0/245/255,T230,T245,S0381,lindon,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
731,893,-10112,20864,-9984,20992,0/0/230/255,0/0/245/255,T230,T245,S0381,lindon,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
732,893,-9984,20864,-9856,20992,0/0/230/255,0/0/245/255,T230,T245,S0381,lindon,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1902,893,139776,20864,139904,20992,0/0/244/255,0/0/225/255,T244,T225,S0382,rhunRedForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1041,894,29568,20992,29696,21120,0/0/240/255,0/0/252/255,T240,T252,S0383,enedwaith,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1305,897,63360,21376,63488,21504,0/0/246/255,0/0/250/255,T246,T250,S0384,anduinVale,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1306,899,63488,21632,63616,21760,0/0/246/255,0/0/250/255,T246,T250,S0385,anduinVale,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1307,900,63616,21760,63744,21888,0/0/246/255,0/0/250/255,T246,T250,S0385,anduinVale,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2286,900,188928,21760,189056,21888,0/0/249/255,0/0/236/255,T249,T236,S0386,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1308,901,63744,21888,63872,22016,0/0/246/255,0/0/250/255,T246,T250,S0385,anduinVale,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2286,901,188928,21888,189056,22016,0/0/249/255,0/0/236/255,T249,T236,S0386,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1309,903,63872,22144,64000,22272,0/0/246/255,0/0/250/255,T246,T250,S0387,anduinVale,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1191,904,48768,22272,48896,22400,0/0/253/255,0/1/10/255,T253,T266,S0388,anduinVale,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1192,905,48896,22400,49024,22528,0/0/253/255,0/1/10/255,T253,T266,S0388,anduinVale,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1194,906,49152,22528,49280,22656,0/0/253/255,0/1/10/255,T253,T266,S0389,anduinVale,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1195,906,49280,22528,49408,22656,0/0/253/255,0/1/10/255,T253,T266,S0389,anduinVale,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1198,907,49664,22656,49792,22784,0/0/253/255,0/1/10/255,T253,T266,S0390,anduinVale,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2017,908,154496,22784,154624,22912,0/1/3/255,0/1/7/255,T259,T263,S0391,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2289,908,189312,22784,189440,22912,0/0/249/255,0/0/236/255,T249,T236,S0392,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2017,909,154496,22912,154624,23040,0/1/3/255,0/1/7/255,T259,T263,S0391,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2018,910,154624,23040,154752,23168,0/1/3/255,0/1/7/255,T259,T263,S0391,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2290,910,189440,23040,189568,23168,0/0/249/255,0/0/236/255,T249,T236,S0393,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2018,911,154624,23168,154752,23296,0/1/3/255,0/1/7/255,T259,T263,S0391,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2291,911,189568,23168,189696,23296,0/0/249/255,0/0/236/255,T249,T236,S0393,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2018,912,154624,23296,154752,23424,0/1/3/255,0/1/7/255,T259,T263,S0391,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2292,912,189696,23296,189824,23424,0/0/249/255,0/0/236/255,T249,T236,S0393,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2293,912,189824,23296,189952,23424,0/0/249/255,0/0/236/255,T249,T236,S0393,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2019,913,154752,23424,154880,23552,0/1/3/255,0/1/7/255,T259,T263,S0391,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2020,914,154880,23552,155008,23680,0/1/3/255,0/1/7/255,T259,T263,S0391,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2020,915,154880,23680,155008,23808,0/1/3/255,0/1/7/255,T259,T263,S0391,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1210,916,51200,23808,51328,23936,0/0/253/255,0/1/10/255,T253,T266,S0394,celebrant,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2298,916,190464,23808,190592,23936,0/0/249/255,0/0/236/255,T249,T236,S0395,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1212,917,51456,23936,51584,24064,0/0/253/255,0/1/10/255,T253,T266,S0396,celebrant,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2021,917,155008,23936,155136,24064,0/1/3/255,0/1/7/255,T259,T263,S0397,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2299,917,190592,23936,190720,24064,0/0/249/255,0/0/236/255,T249,T236,S0395,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2022,918,155136,24064,155264,24192,0/1/3/255,0/1/7/255,T259,T263,S0397,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2300,918,190720,24064,190848,24192,0/0/249/255,0/0/236/255,T249,T236,S0395,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1216,920,51968,24320,52096,24448,0/0/253/255,0/1/10/255,T253,T266,S0398,celebrant,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2305,920,191360,24320,191488,24448,0/0/249/255,0/0/236/255,T249,T236,S0399,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1219,921,52352,24448,52480,24576,0/0/253/255,0/1/10/255,T253,T266,S0400,celebrant,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2308,921,191744,24448,191872,24576,0/0/236/255,0/0/249/255,T236,T249,S0401,rhunForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1071,922,33408,24576,33536,24704,0/1/11/255,0/0/252/255,T267,T252,S0402,enedwaith,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1072,922,33536,24576,33664,24704,0/1/11/255,0/0/252/255,T267,T252,S0402,enedwaith,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1078,922,34304,24576,34432,24704,0/0/252/255,0/1/11/255,T252,T267,S0403,dunland,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1079,922,34432,24576,34560,24704,0/0/252/255,0/1/11/255,T252,T267,S0403,dunland,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1080,922,34560,24576,34688,24704,0/0/252/255,0/1/11/255,T252,T267,S0403,dunland,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1081,922,34688,24576,34816,24704,0/0/252/255,0/1/11/255,T252,T267,S0403,dunland,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1082,922,34816,24576,34944,24704,0/0/252/255,0/1/11/255,T252,T267,S0403,dunland,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1221,922,52608,24576,52736,24704,0/0/253/255,0/1/10/255,T253,T266,S0404,celebrant,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1062,923,32256,24704,32384,24832,0/1/11/255,0/0/252/255,T267,T252,S0405,enedwaith,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1063,923,32384,24704,32512,24832,0/1/11/255,0/0/252/255,T267,T252,S0405,enedwaith,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1064,923,32512,24704,32640,24832,0/1/11/255,0/0/252/255,T267,T252,S0405,enedwaith,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1065,923,32640,24704,32768,24832,0/1/11/255,0/0/252/255,T267,T252,S0405,enedwaith,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1066,923,32768,24704,32896,24832,0/1/11/255,0/0/252/255,T267,T252,S0405,enedwaith,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1067,923,32896,24704,33024,24832,0/1/11/255,0/0/252/255,T267,T252,S0405,enedwaith,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1061,924,32128,24832,32256,24960,0/1/11/255,0/0/252/255,T267,T252,S0405,enedwaith,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1096,924,36608,24832,36736,24960,0/0/252/255,0/1/11/255,T252,T267,S0406,dunland,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1226,924,53248,24832,53376,24960,0/0/253/255,0/1/10/255,T253,T266,S0407,celebrant,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2025,924,155520,24832,155648,24960,0/1/3/255,0/1/7/255,T259,T263,S0408,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1104,925,37632,24960,37760,25088,0/1/11/255,0/0/252/255,T267,T252,S0409,mistyMountainsFoothills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1230,925,53760,24960,53888,25088,0/0/253/255,0/1/10/255,T253,T266,S0410,celebrant,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1058,926,31744,25088,31872,25216,0/1/11/255,0/0/252/255,T267,T252,S0411,enedwaith,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1232,926,54016,25088,54144,25216,0/0/253/255,0/1/10/255,T253,T266,S0412,celebrant,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2026,926,155648,25088,155776,25216,0/1/3/255,0/1/7/255,T259,T263,S0413,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1057,927,31616,25216,31744,25344,0/0/252/255,0/1/11/255,T252,T267,S0411,dunland,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1108,927,38144,25216,38272,25344,0/1/11/255,0/0/252/255,T267,T252,S0414,mistyMountainsFoothills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1236,927,54528,25216,54656,25344,0/1/10/255,0/0/253/255,T266,T253,S0415,lothlorienEdge,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1238,928,54784,25344,54912,25472,0/0/253/255,0/1/10/255,T253,T266,S0416,celebrant,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1239,928,54912,25344,55040,25472,0/0/253/255,0/1/10/255,T253,T266,S0416,celebrant,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1254,928,56832,25344,56960,25472,0/0/253/255,0/1/10/255,T253,T266,S0417,celebrant,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2027,928,155776,25344,155904,25472,0/1/3/255,0/1/7/255,T259,T263,S0418,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1735,929,118400,25472,118528,25600,0/1/21/255,0/0/255/255,T277,T255,S0419,dorwinion,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2028,929,155904,25472,156032,25600,0/1/3/255,0/1/7/255,T259,T263,S0418,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2029,930,156032,25600,156160,25728,0/1/3/255,0/1/7/255,T259,T263,S0418,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2295,930,190080,25600,190208,25728,0/1/20/255,0/1/47/255,T276,T303,S0420,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1725,931,117120,25728,117248,25856,0/1/21/255,0/0/255/255,T277,T255,S0421,dorwinion,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2030,931,156160,25728,156288,25856,0/1/3/255,0/1/7/255,T259,T263,S0418,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2325,931,193920,25728,194048,25856,0/1/20/255,0/1/47/255,T276,T303,S0422,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2326,931,194048,25728,194176,25856,0/1/20/255,0/1/47/255,T276,T303,S0422,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2327,931,194176,25728,194304,25856,0/1/20/255,0/1/47/255,T276,T303,S0422,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2031,932,156288,25856,156416,25984,0/1/3/255,0/1/7/255,T259,T263,S0418,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2293,932,189824,25856,189952,25984,0/1/47/255,0/1/20/255,T303,T276,S0423,rhunForest,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1358,933,70144,25984,70272,26112,0/1/14/255,0/0/246/255,T270,T246,S0424,mirkwoodCorrupted,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2295,934,190080,26112,190208,26240,0/1/20/255,0/1/47/255,T276,T303,S0425,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1362,935,70656,26240,70784,26368,0/0/246/255,0/1/14/255,T246,T270,S0426,wilderland,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1363,935,70784,26240,70912,26368,0/0/246/255,0/1/14/255,T246,T270,S0426,wilderland,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2295,935,190080,26240,190208,26368,0/1/20/255,0/1/47/255,T276,T303,S0425,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2316,935,192768,26240,192896,26368,0/1/20/255,0/1/47/255,T276,T303,S0427,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2317,935,192896,26240,193024,26368,0/1/20/255,0/1/47/255,T276,T303,S0427,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2318,935,193024,26240,193152,26368,0/1/20/255,0/1/47/255,T276,T303,S0427,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1366,936,71168,26368,71296,26496,0/0/246/255,0/1/14/255,T246,T270,S0428,wilderland,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1367,936,71296,26368,71424,26496,0/0/246/255,0/1/14/255,T246,T270,S0428,wilderland,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2032,936,156416,26368,156544,26496,0/1/3/255,0/1/7/255,T259,T263,S0429,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1714,937,115712,26496,115840,26624,0/1/21/255,0/0/243/255,T277,T243,S0430,wilderland,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2293,937,189824,26496,189952,26624,0/1/20/255,0/1/47/255,T276,T303,S0431,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2033,938,156544,26624,156672,26752,0/1/3/255,0/1/7/255,T259,T263,S0432,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1750,939,120320,26752,120448,26880,0/1/21/255,0/0/255/255,T277,T255,S0433,dorwinion,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2033,939,156544,26752,156672,26880,0/1/3/255,0/1/7/255,T259,T263,S0432,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2034,940,156672,26880,156800,27008,0/1/3/255,0/1/7/255,T259,T263,S0432,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1712,941,115456,27008,115584,27136,0/0/243/255,0/1/21/255,T243,T277,S0434,dorwinionHills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1980,941,149760,27008,149888,27136,0/1/34/255,0/1/5/255,T290,T261,S0435,rhunLand,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1981,941,149888,27008,150016,27136,0/1/34/255,0/1/5/255,T290,T261,S0435,rhunLand,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2035,942,156800,27136,156928,27264,0/1/3/255,0/1/7/255,T259,T263,S0436,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1755,943,120960,27264,121088,27392,0/1/21/255,0/0/255/255,T277,T255,S0437,dorwinion,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2036,943,156928,27264,157056,27392,0/1/3/255,0/1/7/255,T259,T263,S0436,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1977,944,149376,27392,149504,27520,0/1/34/255,0/1/5/255,T290,T261,S0438,rhunLand,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2037,945,157056,27520,157184,27648,0/1/3/255,0/1/7/255,T259,T263,S0439,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2289,945,189312,27520,189440,27648,0/1/20/255,0/1/47/255,T276,T303,S0440,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2038,946,157184,27648,157312,27776,0/1/3/255,0/1/7/255,T259,T263,S0439,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1973,952,148864,28416,148992,28544,0/1/34/255,0/1/5/255,T290,T261,S0441,rhunLand,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2041,952,157568,28416,157696,28544,0/1/3/255,0/1/7/255,T259,T263,S0442,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1161,953,44928,28544,45056,28672,0/1/16/255,0/1/10/255,T272,T266,S0443,mistyMountainsFoothills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1162,953,45056,28544,45184,28672,0/1/16/255,0/1/10/255,T272,T266,S0443,mistyMountainsFoothills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1163,953,45184,28544,45312,28672,0/1/16/255,0/1/10/255,T272,T266,S0443,mistyMountainsFoothills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1164,953,45312,28544,45440,28672,0/1/16/255,0/1/10/255,T272,T266,S0443,mistyMountainsFoothills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1165,953,45440,28544,45568,28672,0/1/16/255,0/1/10/255,T272,T266,S0443,mistyMountainsFoothills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1166,953,45568,28544,45696,28672,0/1/16/255,0/1/10/255,T272,T266,S0443,mistyMountainsFoothills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1167,953,45696,28544,45824,28672,0/1/16/255,0/1/10/255,T272,T266,S0443,mistyMountainsFoothills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2289,953,189312,28544,189440,28672,0/1/20/255,0/1/47/255,T276,T303,S0444,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2042,954,157696,28672,157824,28800,0/1/3/255,0/1/7/255,T259,T263,S0445,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
