mask_x,mask_y,world_x_min,world_z_min,world_x_max_exclusive,world_z_max_exclusive,previous_rgba,proposed_tile_id,biome,distance_squared,equal_nearest,tie,original_neighbor_ids,geometry,width_cells,rationale
667,453,-18304,-35456,-18176,-35328,0/0/0/0,T033,tundra,1,T033,False,T030|T033,D-,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
775,638,-4480,-11776,-4352,-11648,0/0/0/0,T090,eriador,1,T090|T112,True,T090|T112,D+D-H,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
863,638,6784,-11776,6912,-11648,0/0/0/0,T080,eriador,1,T080,False,T064|T080|T116,D+HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
864,638,6912,-11776,7040,-11648,0/0/0/0,T116,eriador,1,T116,False,T064|T080|T116,D+HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
920,638,14080,-11776,14208,-11648,0/0/0/0,T116,eriadorDowns,1,T078|T116,True,T078|T116,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
967,638,20096,-11776,20224,-11648,0/0/0/0,T078,eriador,1,T078,False,T078|T093,D+HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
968,638,20224,-11776,20352,-11648,0/0/0/0,T078,loneLands,1,T078,False,T078|T093,D+HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
969,638,20352,-11776,20480,-11648,0/0/0/0,T093,loneLands,1,T093,False,T078|T093,D+HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1074,638,33792,-11776,33920,-11648,0/0/0/0,T093,loneLands,1,T093,False,T081|T093,D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1075,638,33920,-11776,34048,-11648,0/0/0/0,T081,ettenmoors,1,T081,False,T081|T093,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1076,638,34048,-11776,34176,-11648,0/0/0/0,T081,ettenmoors,1,T081,False,T081|T093,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1263,638,57984,-11776,58112,-11648,0/0/0/0,T079,anduinVale,1,T079,False,T072|T079|T104|T110,D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1299,638,62592,-11776,62720,-11648,0/0/0/0,T088,anduinVale,1,T088|T104,True,T088|T104|T106,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1334,638,67072,-11776,67200,-11648,0/0/0/0,T088,mirkwoodNorth,1,T088,False,T088|T102|T106,D+D-V,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1335,638,67200,-11776,67328,-11648,0/0/0/0,T088,mirkwoodNorth,1,T088,False,T088|T102|T106,D+D-V,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1336,638,67328,-11776,67456,-11648,0/0/0/0,T088,mirkwoodNorth,1,T088,False,T088|T102|T106,D+D-V,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1337,638,67456,-11776,67584,-11648,0/0/0/0,T088,mirkwoodNorth,1,T088,False,T088|T102|T106,junction,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1338,638,67584,-11776,67712,-11648,0/0/0/0,T088,mirkwoodNorth,1,T088,False,T088|T102|T106,junction,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1339,638,67712,-11776,67840,-11648,0/0/0/0,T088,mirkwoodNorth,1,T088,False,T088|T102|T106,junction,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1340,638,67840,-11776,67968,-11648,0/0/0/0,T088,mirkwoodNorth,1,T088,False,T088|T102|T106,junction,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1341,638,67968,-11776,68096,-11648,0/0/0/0,T088,mirkwoodNorth,1,T088,False,T088|T102|T106,junction,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1342,638,68096,-11776,68224,-11648,0/0/0/0,T088,mirkwoodNorth,1,T088,False,T088|T102|T106,D+D-V,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1343,638,68224,-11776,68352,-11648,0/0/0/0,T088,mirkwoodNorth,1,T088,False,T088|T102|T106,D+D-V,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1344,638,68352,-11776,68480,-11648,0/0/0/0,T088,mirkwoodNorth,1,T088,False,T088|T102|T106,D+D-V,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1345,638,68480,-11776,68608,-11648,0/0/0/0,T088,mirkwoodNorth,1,T088,False,T088|T102|T106,D+D-V,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1346,638,68608,-11776,68736,-11648,0/0/0/0,T088,mirkwoodNorth,1,T088,False,T088|T102|T106,D+D-V,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1347,638,68736,-11776,68864,-11648,0/0/0/0,T088,mirkwoodNorth,1,T088,False,T088|T102|T106,D+D-V,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1348,638,68864,-11776,68992,-11648,0/0/0/0,T088,mirkwoodNorth,1,T088,False,T088|T102,D+D-V,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1349,638,68992,-11776,69120,-11648,0/0/0/0,T088,mirkwoodNorth,1,T088,False,T088|T102,D+D-V,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1350,638,69120,-11776,69248,-11648,0/0/0/0,T088,mirkwoodNorth,1,T088,False,T088|T102,D+D-V,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1520,638,90880,-11776,91008,-11648,0/0/0/0,T117,dale,1,T117,False,T082|T092|T095|T117,junction,3,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1521,638,91008,-11776,91136,-11648,0/0/0/0,T117,dale,1,T117,False,T082|T092|T095|T117,junction,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1522,638,91136,-11776,91264,-11648,0/0/0/0,T117,dale,1,T117,False,T082|T092|T095|T117,junction,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1523,638,91264,-11776,91392,-11648,0/0/0/0,T117,dale,1,T095|T117,True,T082|T092|T095|T117,junction,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1524,638,91392,-11776,91520,-11648,0/0/0/0,T095,wilderlandNorth,1,T095,False,T082|T092|T095|T117,junction,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1525,638,91520,-11776,91648,-11648,0/0/0/0,T095,wilderlandNorth,1,T095,False,T082|T092|T095|T117,junction,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1602,638,101376,-11776,101504,-11648,0/0/0/0,T095,wilderlandNorth,1,T095,False,T095|T115,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1603,638,101504,-11776,101632,-11648,0/0/0/0,T115,dale,1,T115,False,T095|T115,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1657,638,108416,-11776,108544,-11648,0/0/0/0,T097,rhun,1,T097|T098,True,T085|T097|T098,D+D-H,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1754,638,120832,-11776,120960,-11648,0/0/0/0,T097,rhun,1,T097,False,T059|T097|T103,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1755,638,120960,-11776,121088,-11648,0/0/0/0,T103,rhun,1,T103,False,T059|T097|T103,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1876,638,136448,-11776,136576,-11648,0/0/0/0,T103,rhun,1,T103,False,T103|T118,D+D-H,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1877,638,136576,-11776,136704,-11648,0/0/0/0,T118,rhun,1,T118,False,T103|T118,D+D-H,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1915,638,141440,-11776,141568,-11648,0/0/0/0,T118,rhun,1,T118,False,T065|T118,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1916,638,141568,-11776,141696,-11648,0/0/0/0,T065,rhun,1,T065|T118,True,T065|T118,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1917,638,141696,-11776,141824,-11648,0/0/0/0,T065,rhun,1,T065|T118,True,T065|T118,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1918,638,141824,-11776,141952,-11648,0/0/0/0,T065,rhun,1,T065|T118,True,T065|T118,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1919,638,141952,-11776,142080,-11648,0/0/0/0,T065,taiga,1,T065,False,T065|T118,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1920,638,142080,-11776,142208,-11648,0/0/0/0,T065,taiga,1,T065,False,T065|T118,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1921,638,142208,-11776,142336,-11648,0/0/0/0,T065,taiga,1,T065,False,T065|T118,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1936,638,144128,-11776,144256,-11648,0/0/0/0,T065,taiga,1,T065,False,T065|T118,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1937,638,144256,-11776,144384,-11648,0/0/0/0,T118,rhun,1,T118,False,T065|T118,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1958,638,146944,-11776,147072,-11648,0/0/0/0,T118,rhun,1,T118,False,T065|T118,D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1959,638,147072,-11776,147200,-11648,0/0/0/0,T065,taiga,1,T065,False,T065|T118,D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1986,638,150528,-11776,150656,-11648,0/0/0/0,T065,taiga,1,T065,False,T065|T077,D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1987,638,150656,-11776,150784,-11648,0/0/0/0,T077,taiga,1,T077,False,T065|T077,D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2131,638,169088,-11776,169216,-11648,0/0/0/0,T060,taiga,1,T060|T077,True,T060|T077|T107|T124,junction,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2160,638,172800,-11776,172928,-11648,0/0/0/0,T060,taiga,1,T060,False,T060|T107,D+D-V,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2161,638,172928,-11776,173056,-11648,0/0/0/0,T060,taiga,1,T060,False,T060|T107,D+D-V,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2162,638,173056,-11776,173184,-11648,0/0/0/0,T060,taiga,1,T060,False,T060|T107,D+D-V,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2163,638,173184,-11776,173312,-11648,0/0/0/0,T060,taiga,1,T060,False,T060|T107,D+D-V,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2287,638,189056,-11776,189184,-11648,0/0/0/0,T083,taiga,1,T083,False,T083|T114,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2686,638,240128,-11776,240256,-11648,0/0/0/0,T094,rhun,1,T094|T105,True,T094|T105,D+D-H,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
602,639,-26624,-11648,-26496,-11520,0/0/0/0,T119,blueMountainsFoothills,1,T119,False,T089|T096|T119,V,8,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
639,639,-21888,-11648,-21760,-11520,0/0/0/0,T101,blueMountainsFoothills,1,T101,False,T096|T101,D+H,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
775,639,-4480,-11648,-4352,-11520,0/0/0/0,T090,eriador,1,T090|T112,True,T090|T112,D+D-H,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
862,639,6656,-11648,6784,-11520,0/0/0/0,T080,eriador,1,T080,False,T064|T080|T116,D+HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
863,639,6784,-11648,6912,-11520,0/0/0/0,T116,eriador,1,T116,False,T064|T080|T116,D+HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
920,639,14080,-11648,14208,-11520,0/0/0/0,T116,eriadorDowns,1,T116,False,T078|T116,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
921,639,14208,-11648,14336,-11520,0/0/0/0,T078,eriadorDowns,1,T078,False,T078|T116,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
965,639,19840,-11648,19968,-11520,0/0/0/0,T078,eriador,1,T078,False,T078|T093,D+HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
966,639,19968,-11648,20096,-11520,0/0/0/0,T093,loneLands,1,T078|T093,True,T078|T093,D+HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
967,639,20096,-11648,20224,-11520,0/0/0/0,T093,loneLands,1,T093,False,T078|T093,D+HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
968,639,20224,-11648,20352,-11520,0/0/0/0,T093,loneLands,1,T093,False,T078|T093,D+HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1075,639,33920,-11648,34048,-11520,0/0/0/0,T093,loneLands,1,T093,False,T081|T093,D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1076,639,34048,-11648,34176,-11520,0/0/0/0,T093,loneLands,1,T093,False,T081|T093,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1077,639,34176,-11648,34304,-11520,0/0/0/0,T081,ettenmoors,1,T081,False,T081|T093,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1299,639,62592,-11648,62720,-11520,0/0/0/0,T088,anduinVale,1,T088|T104,True,T088|T104|T106,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1326,639,66048,-11648,66176,-11520,0/0/0/0,T088,mirkwoodNorth,1,T088,False,T088|T106,D+D-V,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1327,639,66176,-11648,66304,-11520,0/0/0/0,T088,mirkwoodNorth,1,T088|T106,True,T088|T106,D+D-V,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1328,639,66304,-11648,66432,-11520,0/0/0/0,T088,mirkwoodNorth,1,T088|T106,True,T088|T106,D+D-V,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1329,639,66432,-11648,66560,-11520,0/0/0/0,T088,mirkwoodNorth,1,T088|T106,True,T088|T106,D+D-V,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1330,639,66560,-11648,66688,-11520,0/0/0/0,T088,mirkwoodNorth,1,T088|T106,True,T088|T106,D+D-V,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1331,639,66688,-11648,66816,-11520,0/0/0/0,T088,mirkwoodNorth,1,T088|T106,True,T088|T106,D+D-V,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1332,639,66816,-11648,66944,-11520,0/0/0/0,T088,mirkwoodNorth,1,T088|T106,True,T088|T102|T106,D+D-V,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1333,639,66944,-11648,67072,-11520,0/0/0/0,T088,mirkwoodNorth,1,T088|T106,True,T088|T102|T106,D+D-V,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1334,639,67072,-11648,67200,-11520,0/0/0/0,T106,mirkwoodCorrupted,1,T106,False,T088|T102|T106,D+D-V,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1335,639,67200,-11648,67328,-11520,0/0/0/0,T106,mirkwoodCorrupted,1,T106,False,T088|T102|T106,D+D-V,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1336,639,67328,-11648,67456,-11520,0/0/0/0,T106,mirkwoodCorrupted,1,T106,False,T088|T102|T106,D+D-V,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1337,639,67456,-11648,67584,-11520,0/0/0/0,T106,mirkwoodCorrupted,1,T106,False,T088|T102|T106,junction,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1338,639,67584,-11648,67712,-11520,0/0/0/0,T106,mirkwoodCorrupted,1,T106,False,T088|T102|T106,junction,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1339,639,67712,-11648,67840,-11520,0/0/0/0,T106,mirkwoodCorrupted,2,T102|T106,True,T088|T102|T106,junction,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1340,639,67840,-11648,67968,-11520,0/0/0/0,T102,mirkwoodCorrupted,1,T102,False,T088|T102|T106,junction,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1341,639,67968,-11648,68096,-11520,0/0/0/0,T102,mirkwoodCorrupted,1,T102,False,T088|T102|T106,junction,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1342,639,68096,-11648,68224,-11520,0/0/0/0,T102,mirkwoodCorrupted,1,T102,False,T088|T102|T106,D+D-V,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1343,639,68224,-11648,68352,-11520,0/0/0/0,T102,mirkwoodCorrupted,1,T102,False,T088|T102|T106,D+D-V,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1344,639,68352,-11648,68480,-11520,0/0/0/0,T102,mirkwoodCorrupted,1,T102,False,T088|T102|T106,D+D-V,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1345,639,68480,-11648,68608,-11520,0/0/0/0,T102,mirkwoodCorrupted,1,T102,False,T088|T102|T106,D+D-V,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1346,639,68608,-11648,68736,-11520,0/0/0/0,T102,mirkwoodCorrupted,1,T102,False,T088|T102|T106,D+D-V,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1347,639,68736,-11648,68864,-11520,0/0/0/0,T102,mirkwoodCorrupted,1,T102,False,T088|T102|T106,D+D-V,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1348,639,68864,-11648,68992,-11520,0/0/0/0,T102,mirkwoodCorrupted,1,T102,False,T088|T102|T106,D+D-V,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1349,639,68992,-11648,69120,-11520,0/0/0/0,T102,mirkwoodCorrupted,1,T102,False,T088|T102,D+D-V,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1350,639,69120,-11648,69248,-11520,0/0/0/0,T102,mirkwoodCorrupted,1,T102,False,T088|T102,D+D-V,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1351,639,69248,-11648,69376,-11520,0/0/0/0,T088,mirkwoodNorth,1,T088|T102,True,T088|T102,D+D-V,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1352,639,69376,-11648,69504,-11520,0/0/0/0,T088,mirkwoodNorth,1,T088|T102,True,T088|T102,D+D-V,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1353,639,69504,-11648,69632,-11520,0/0/0/0,T088,mirkwoodNorth,1,T088|T102,True,T088|T102,D+D-V,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1354,639,69632,-11648,69760,-11520,0/0/0/0,T088,mirkwoodNorth,1,T088|T102,True,T088|T102,D+D-V,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1355,639,69760,-11648,69888,-11520,0/0/0/0,T088,mirkwoodNorth,1,T088|T102,True,T088|T102,D+D-V,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1356,639,69888,-11648,70016,-11520,0/0/0/0,T088,mirkwoodNorth,1,T088,False,T088|T102,D+D-V,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1518,639,90624,-11648,90752,-11520,0/0/0/0,T117,dale,1,T092|T117,True,T082|T092|T095|T117,junction,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1519,639,90752,-11648,90880,-11520,0/0/0/0,T117,dale,1,T117,False,T082|T092|T095|T117,junction,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1524,639,91392,-11648,91520,-11520,0/0/0/0,T117,dale,1,T117,False,T082|T092|T095|T117,junction,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1525,639,91520,-11648,91648,-11520,0/0/0/0,T095,dale,1,T095,False,T082|T092|T095|T117,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1602,639,101376,-11648,101504,-11520,0/0/0/0,T095,wilderlandNorth,1,T095,False,T095|T115,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1603,639,101504,-11648,101632,-11520,0/0/0/0,T115,dale,1,T115,False,T095|T115,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1657,639,108416,-11648,108544,-11520,0/0/0/0,T097,rhun,1,T097|T098,True,T085|T097|T098,D+D-H,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1754,639,120832,-11648,120960,-11520,0/0/0/0,T097,rhun,1,T097,False,T059|T097|T103,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1755,639,120960,-11648,121088,-11520,0/0/0/0,T103,rhun,1,T103,False,T059|T097|T103,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1876,639,136448,-11648,136576,-11520,0/0/0/0,T103,rhun,1,T103,False,T103|T118,D+D-H,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1877,639,136576,-11648,136704,-11520,0/0/0/0,T118,rhun,1,T118,False,T103|T118,D+D-H,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1919,639,141952,-11648,142080,-11520,0/0/0/0,T118,rhun,1,T118,False,T065|T118,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1920,639,142080,-11648,142208,-11520,0/0/0/0,T118,rhun,1,T118,False,T065|T118,D+D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1921,639,142208,-11648,142336,-11520,0/0/0/0,T118,rhun,1,T118,False,T065|T118,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1922,639,142336,-11648,142464,-11520,0/0/0/0,T118,rhun,1,T065|T118,True,T065|T118,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1923,639,142464,-11648,142592,-11520,0/0/0/0,T065,rhun,1,T065,False,T065|T118,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1930,639,143360,-11648,143488,-11520,0/0/0/0,T118,taiga,1,T065|T118,True,T065|T118,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1931,639,143488,-11648,143616,-11520,0/0/0/0,T118,taiga,1,T065|T118,True,T065|T118,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1932,639,143616,-11648,143744,-11520,0/0/0/0,T118,taiga,1,T065|T118,True,T065|T118,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1933,639,143744,-11648,143872,-11520,0/0/0/0,T118,taiga,1,T065|T118,True,T065|T118,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1934,639,143872,-11648,144000,-11520,0/0/0/0,T118,taiga,1,T065|T118,True,T065|T118,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1935,639,144000,-11648,144128,-11520,0/0/0/0,T118,taiga,1,T065|T118,True,T065|T118,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1936,639,144128,-11648,144256,-11520,0/0/0/0,T118,rhun,1,T118,False,T065|T118,D+D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1937,639,144256,-11648,144384,-11520,0/0/0/0,T118,rhun,1,T118,False,T065|T118,D+HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1958,639,146944,-11648,147072,-11520,0/0/0/0,T118,rhun,1,T118,False,T065|T118,D-HV,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1959,639,147072,-11648,147200,-11520,0/0/0/0,T118,rhun,1,T118,False,T065|T118,D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1960,639,147200,-11648,147328,-11520,0/0/0/0,T065,taiga,1,T065,False,T065|T118,D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1987,639,150656,-11648,150784,-11520,0/0/0/0,T065,taiga,1,T065,False,T065|T077,D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
1988,639,150784,-11648,150912,-11520,0/0/0/0,T077,taiga,1,T077,False,T065|T077,D-HV,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2131,639,169088,-11648,169216,-11520,0/0/0/0,T077,taiga,1,T077,False,T060|T077|T107|T124,junction,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2132,639,169216,-11648,169344,-11520,0/0/0/0,T060,taiga,1,T060,False,T060|T077|T107|T124,junction,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2153,639,171904,-11648,172032,-11520,0/0/0/0,T060,taiga,1,T060,False,T060|T107,D+D-V,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2154,639,172032,-11648,172160,-11520,0/0/0/0,T107,taiga,1,T060|T107,True,T060|T107,D+D-V,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2155,639,172160,-11648,172288,-11520,0/0/0/0,T107,taiga,1,T060|T107,True,T060|T107,D+D-V,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2156,639,172288,-11648,172416,-11520,0/0/0/0,T107,taiga,1,T060|T107,True,T060|T107,D+D-V,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2157,639,172416,-11648,172544,-11520,0/0/0/0,T107,taiga,1,T060|T107,True,T060|T107,D+D-V,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2158,639,172544,-11648,172672,-11520,0/0/0/0,T107,taiga,1,T060|T107,True,T060|T107,D+D-V,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2159,639,172672,-11648,172800,-11520,0/0/0/0,T107,taiga,1,T060|T107,True,T060|T107,D+D-V,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2160,639,172800,-11648,172928,-11520,0/0/0/0,T107,rhun,1,T107,False,T060|T107,D+D-V,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2161,639,172928,-11648,173056,-11520,0/0/0/0,T107,rhun,1,T107,False,T060|T107,D+D-V,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2162,639,173056,-11648,173184,-11520,0/0/0/0,T107,rhun,1,T107,False,T060|T107,D+D-V,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2163,639,173184,-11648,173312,-11520,0/0/0/0,T107,rhun,1,T107,False,T060|T107,D+D-V,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2164,639,173312,-11648,173440,-11520,0/0/0/0,T060,rhun,1,T060|T107,True,T060|T107,D+D-V,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2165,639,173440,-11648,173568,-11520,0/0/0/0,T060,rhun,1,T060|T107,True,T060|T107,D+D-V,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2166,639,173568,-11648,173696,-11520,0/0/0/0,T060,rhun,1,T060|T107,True,T060|T107,D+D-V,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2167,639,173696,-11648,173824,-11520,0/0/0/0,T060,taiga,1,T060,False,T060|T107,D+D-V,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
2686,639,240128,-11648,240256,-11520,0/0/0/0,T094,rhun,1,T094|T105,True,T094|T105,D+D-H,1,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
639,640,-21888,-11520,-21760,-11392,0/0/0/0,T101,blueMountainsFoothills,1,T101,False,T096|T101,D+H,2,bounded original-territory seam; exact original nearest distance; coherent tie run if needed
