# KOME gameplay defaults 1
tile,routeX,routeZ,arrivalX,arrivalY,arrivalZ,legacyOutside
T363,111656.0600901352,59386.93640460691,111656.0600901352,80.0,59386.93640460691,
T364,122340.45891226677,59638.87045123725,122340.45891226677,80.0,59638.87045123725,
T365,66817.56097560975,60108.09756097561,66817.56097560975,80.0,60108.09756097561,
T366,64092.52173913043,60626.08695652173,64092.52173913043,80.0,60626.08695652173,
T367,69336.92138939671,60901.089579524676,69336.92138939671,80.0,60901.089579524676,
T368,71730.09694793538,61119.19569120288,71730.09694793538,80.0,61119.19569120288,
T369,92558.49056603774,61206.60528301887,92558.49056603774,80.0,61206.60528301887,
T370,79049.91549295775,61250.70422535212,79049.91549295775,80.0,61250.70422535212,
T371,73826.081300813,61420.22764227641,73826.081300813,80.0,61420.22764227641,
T372,50170.4347826087,61651.47826086957,50170.4347826087,80.0,61651.47826086957,
T373,216515.3833431778,61689.21441228589,216515.3833431778,80.0,61689.21441228589,
T374,89472.0,61824.0,89472.0,80.0,61824.0,
T375,81467.79027645374,61953.95233555767,81467.79027645374,80.0,61953.95233555767,
T376,75923.69230769231,62284.737484737474,75923.69230769231,80.0,62284.737484737474,
T377,46168.911827956996,62853.41362007169,46168.911827956996,80.0,62853.41362007169,
T378,99367.3088220399,63168.21391674262,99367.3088220399,80.0,63168.21391674262,
T379,78289.05903398927,63446.55456171735,78289.05903398927,80.0,63446.55456171735,
T380,107392.0,64384.0,107392.0,80.0,64384.0,
T381,83855.01675977654,64838.07821229051,83855.01675977654,80.0,64838.07821229051,
T382,129966.31411530814,65105.68588469186,129966.31411530814,80.0,65105.68588469186,
T383,53367.28510638297,65332.398297872336,53367.28510638297,80.0,65332.398297872336,
T384,79177.14285714287,65674.66666666666,79177.14285714287,80.0,65674.66666666666,
T385,58700.60500544071,65791.11788175552,58700.60500544071,80.0,65791.11788175552,
T386,80325.39759036145,65855.22891566265,80325.39759036145,80.0,65855.22891566265,
T387,119565.98498748959,66276.90542118432,119565.98498748959,80.0,66276.90542118432,
T388,77604.46511627908,66468.46511627908,77604.46511627908,80.0,66468.46511627908,
T389,74987.10204081633,67061.55102040817,74987.10204081633,80.0,67061.55102040817,
T390,31413.324654190394,67589.65471689083,31413.324654190394,80.0,67589.65471689083,
T391,88597.86807387864,67638.12137203166,88597.86807387864,80.0,67638.12137203166,
T392,48704.78104809762,67786.88872936109,48704.78104809762,80.0,67786.88872936109,
T393,275392.26367409684,67890.23385088393,275392.26367409684,80.0,67890.23385088393,
T394,188934.85819861433,67944.31556581985,188934.85819861433,80.0,67944.31556581985,
T395,133901.22479649342,67962.10895428929,133901.22479649342,80.0,67962.10895428929,RESOLVED:T382
T396,172320.53522981692,68776.54260503096,172320.53522981692,80.0,68776.54260503096,
T397,17655.79209039548,68897.57288135594,17655.79209039548,80.0,68897.57288135594,RESOLVED:T390
T398,77621.16923076924,69001.00219780221,77621.16923076924,80.0,69001.00219780221,
T399,105263.02629601804,69044.7483095417,105263.02629601804,80.0,69044.7483095417,
T400,138840.47867768595,69655.48429752066,138840.47867768595,80.0,69655.48429752066,
T401,240639.33160359657,69868.39718672997,240639.33160359657,80.0,69868.39718672997,
T402,81470.35051546391,70061.63573883165,81470.35051546391,80.0,70061.63573883165,
T403,125389.19368246052,70941.84538653368,125389.19368246052,80.0,70941.84538653368,
T404,56487.0,70994.88235294117,56487.0,80.0,70994.88235294117,
T405,227840.0,71168.0,227840.0,80.0,71168.0,
T406,155198.73166864843,72195.3991280222,155198.73166864843,80.0,72195.3991280222,
T407,113028.25366934371,72914.45029077819,113028.25366934371,80.0,72914.45029077819,
T408,75366.3396226415,72939.60107816712,75366.3396226415,80.0,72939.60107816712,
T409,144203.1334044824,73170.05478477411,144203.1334044824,80.0,73170.05478477411,
T410,50465.472502805846,73307.22334455667,50465.472502805846,80.0,73307.22334455667,
T411,61516.48178311187,73704.73724817831,61516.48178311187,80.0,73704.73724817831,
T412,70773.23606889564,74644.01485984464,70773.23606889564,80.0,74644.01485984464,
T413,65171.78596908442,75704.21244550138,65171.78596908442,80.0,75704.21244550138,
T414,125753.53393806695,76522.45980606819,125753.53393806695,80.0,76522.45980606819,
T415,81022.96727924698,76893.57597489914,81022.96727924698,80.0,76893.57597489914,
T416,52541.30296127562,77140.84738041004,52541.30296127562,80.0,77140.84738041004,
T417,100906.51224944324,77285.73719376393,100906.51224944324,80.0,77285.73719376393,
T418,55003.56020942409,77742.74345549737,55003.56020942409,80.0,77742.74345549737,
T419,3823.605249343833,78409.37322834646,3823.605249343833,80.0,78409.37322834646,
T420,140777.76350364962,79186.70481751824,140777.76350364962,80.0,79186.70481751824,
T421,73289.21121495328,79354.01869158878,73289.21121495328,80.0,79354.01869158878,
T422,48158.15732028603,79994.79713963118,48158.15732028603,80.0,79994.79713963118,
T423,93781.65537555228,75467.49926362297,93781.65537555228,80.0,75467.49926362297,IN_BOUNDS_GAP:
T425,76559.90411506192,81716.05912904514,76559.90411506192,80.0,81716.05912904514,
T426,270152.4418888308,81802.98449207179,270152.4418888308,80.0,81802.98449207179,
T427,124184.3587878788,82016.11636363636,124184.3587878788,80.0,82016.11636363636,
T428,170103.12114171922,82087.34736143379,170103.12114171922,80.0,82087.34736143379,
T429,187762.3326946525,83049.66707309993,187762.3326946525,80.0,83049.66707309993,
T430,102648.41550841258,83186.54767129969,102648.41550841258,80.0,83186.54767129969,
T431,63634.573155985476,83585.39298669892,63634.573155985476,80.0,83585.39298669892,
T432,205627.64608839108,83759.5790570461,205627.64608839108,80.0,83759.5790570461,
T433,113482.75360501566,84783.6288401254,113482.75360501566,80.0,84783.6288401254,
T434,54929.16840536514,87354.75409836066,54929.16840536514,80.0,87354.75409836066,
T435,78914.68217054263,88113.24031007753,78914.68217054263,80.0,88113.24031007753,
T436,137222.90046328795,88942.35350273762,137222.90046328795,80.0,88942.35350273762,
T437,153851.86791855682,90076.62749235152,153851.86791855682,80.0,90076.62749235152,
T438,269936.03033175354,90809.53933649289,269936.03033175354,80.0,90809.53933649289,
T439,124270.6591832785,90863.45190632861,124270.6591832785,80.0,90863.45190632861,
T440,252979.4439151148,91084.95521870936,252979.4439151148,80.0,91084.95521870936,
T441,66796.1861190538,95216.26202235508,66796.1861190538,80.0,95216.26202235508,
T442,220312.43574051408,95544.18115055081,220312.43574051408,80.0,95544.18115055081,
T443,98739.16409537167,96343.42776998598,98739.16409537167,80.0,96343.42776998598,
T444,85365.68477993607,97102.7056798623,85365.68477993607,80.0,97102.7056798623,
T445,118291.53124161973,98282.78680611425,118291.53124161973,80.0,98282.78680611425,
T446,180969.31144883484,98374.6269503546,180969.31144883484,80.0,98374.6269503546,
T447,145578.88158256246,99057.34664346551,145578.88158256246,80.0,99057.34664346551,RESOLVED:T437
T448,105714.1606254442,100606.61265103056,105714.1606254442,80.0,100606.61265103056,
T449,258532.14404604497,101270.7287858754,258532.14404604497,80.0,101270.7287858754,
T450,94534.29508196723,102272.37029893926,94534.29508196723,80.0,102272.37029893926,
T451,242263.11946461623,102235.93108358252,242263.11946461623,80.0,102235.93108358252,
T452,63744.0,104960.0,63744.0,80.0,104960.0,
T453,224768.0,105856.0,224768.0,80.0,105856.0,
T454,95801.17894736846,106816.92631578946,95801.17894736846,80.0,106816.92631578946,
T455,89594.96629213484,107773.52808988764,89594.96629213484,80.0,107773.52808988764,
T457,56507.72435560232,108962.47448711205,56507.72435560232,80.0,108962.47448711205,
T460,69276.61618078317,110708.76108331897,69276.61618078317,80.0,110708.76108331897,
T461,272013.9542630896,111045.16840739985,272013.9542630896,80.0,111045.16840739985,
T462,79239.17340521113,111300.75831087152,79239.17340521113,80.0,111300.75831087152,
T463,102542.25716625716,112115.36773136773,102542.25716625716,80.0,112115.36773136773,
T464,60800.889060389745,112385.43237507236,60800.889060389745,80.0,112385.43237507236,
T465,255397.38033898303,112498.29966101694,255397.38033898303,80.0,112498.29966101694,
T466,91461.41777496305,113409.48617268313,91461.41777496305,80.0,113409.48617268313,
T467,45861.09937789122,117453.79231137343,45861.09937789122,80.0,117453.79231137343,
T468,188911.59685144312,118807.02411394779,188911.59685144312,80.0,118807.02411394779,
T469,65640.83151487305,120641.19811645802,65640.83151487305,80.0,120641.19811645802,
T470,52708.74917022284,120804.14224751067,52708.74917022284,80.0,120804.14224751067,
T471,214113.7355649987,124738.4632035383,214113.7355649987,80.0,124738.4632035383,
T472,48632.89619732785,125052.7112024666,48632.89619732785,80.0,125052.7112024666,
T473,39316.30043451273,128482.36374922405,39316.30043451273,80.0,128482.36374922405,
T474,64475.45788399884,129137.00262314195,64475.45788399884,80.0,129137.00262314195,
T475,51134.761028245004,129735.10885433195,51134.761028245004,80.0,129735.10885433195,
T476,241183.63447559706,130243.16379734382,241183.63447559706,80.0,130243.16379734382,
T477,43041.556686342345,135941.6014654997,43041.556686342345,80.0,135941.6014654997,
T478,34755.62400906003,137279.39599848998,34755.62400906003,80.0,137279.39599848998,
T479,57479.62490392005,138412.3228285934,57479.62490392005,80.0,138412.3228285934,
T480,110404.18588640276,138625.10154905336,110404.18588640276,80.0,138625.10154905336,
T481,106007.54943679602,138899.8648310388,106007.54943679602,80.0,138899.8648310388,
T482,98807.16707021793,141494.62469733655,98807.16707021793,80.0,141494.62469733655,
T483,25632.519643792562,141907.8135149293,25632.519643792562,80.0,141907.8135149293,
T484,102579.09736540663,143148.7926689576,102579.09736540663,80.0,143148.7926689576,
T485,41294.76923076922,143737.99294283698,41294.76923076922,80.0,143737.99294283698,
T486,109767.93753404758,147010.70782640277,109767.93753404758,80.0,147010.70782640277,
T487,18750.337662337668,149282.0779220779,18750.337662337668,80.0,149282.0779220779,
T488,11938.998384491118,149288.37479806138,11938.998384491118,80.0,149288.37479806138,
T489,98376.21953896817,149969.98463227222,98376.21953896817,80.0,149969.98463227222,
T490,162750.25310173695,150340.49202410493,162750.25310173695,80.0,150340.49202410493,
T491,36500.99490084985,151145.7480642115,36500.99490084985,80.0,151145.7480642115,
T492,104113.96323215048,151880.94741342455,104113.96323215048,80.0,151880.94741342455,
T493,120382.76856680453,158823.3253012048,120382.76856680453,80.0,158823.3253012048,
T494,-960.0,158976.0,-960.0,80.0,158976.0,
T495,-1990.6285714285768,159019.42857142858,-1990.6285714285768,80.0,159019.42857142858,
T496,19817.633174675604,159257.8637282389,19817.633174675604,80.0,159257.8637282389,
T497,112045.17255717254,161157.25571725573,112045.17255717254,80.0,161157.25571725573,
T498,33306.73024282561,161592.99249448124,33306.73024282561,80.0,161592.99249448124,
T500,54678.88466882816,164429.72487262622,54678.88466882816,80.0,164429.72487262622,
T501,213607.3987632647,164650.9734426193,213607.3987632647,80.0,164650.9734426193,
T502,112215.01947308134,165325.48911798396,112215.01947308134,80.0,165325.48911798396,
T503,45853.32392612574,150927.37912429965,45853.32392612574,80.0,150927.37912429965,IN_BOUNDS_GAP:
T504,126080.0,166144.0,126080.0,80.0,166144.0,
T505,125824.0,166400.0,125824.0,80.0,166400.0,
T506,135387.8884316415,167411.4165523548,135387.8884316415,80.0,167411.4165523548,
T507,23363.948895711597,172924.13984351786,23363.948895711597,80.0,172924.13984351786,
T508,157049.22908548213,173869.81510654173,157049.22908548213,80.0,173869.81510654173,IN_BOUNDS_GAP:
T509,116199.74360482211,173956.0270508674,116199.74360482211,80.0,173956.0270508674,
T510,67059.96849749412,174270.69735092565,67059.96849749412,80.0,174270.69735092565,
T511,42234.50839955738,174531.67608892464,42234.50839955738,80.0,174531.67608892464,
T512,57992.80150177292,175419.13648056734,57992.80150177292,80.0,175419.13648056734,
T513,-3683.56628930819,178341.50373165618,-3683.56628930819,80.0,178341.50373165618,
T514,84559.67715899917,183262.78611783695,84559.67715899917,80.0,183262.78611783695,
T515,122873.83449979415,184408.58295594895,122873.83449979415,80.0,184408.58295594895,
T516,107491.88031496064,185355.65774278215,107491.88031496064,80.0,185355.65774278215,
T517,8736.70202447848,185575.6631514125,8736.70202447848,80.0,185575.6631514125,
T518,82362.02143950996,186976.58805513015,82362.02143950996,80.0,186976.58805513015,
T519,32695.891418374522,187151.54577407666,32695.891418374522,80.0,187151.54577407666,
T523,54724.8459530026,190387.25751411746,54724.8459530026,80.0,190387.25751411746,
T524,124828.32190872941,192157.6186328347,124828.32190872941,80.0,192157.6186328347,
T525,17623.30152445061,192896.53217184718,17623.30152445061,80.0,192896.53217184718,
T533,66653.89738973897,195507.499549955,66653.89738973897,80.0,195507.499549955,
T534,77658.70007516912,195901.96341768978,77658.70007516912,80.0,195901.96341768978,
T535,100338.75796650362,197590.62971197075,100338.75796650362,80.0,197590.62971197075,
T536,41546.318401619385,203277.3436293436,41546.318401619385,80.0,203277.3436293436,
T537,127401.1112952223,204028.3034678661,127401.1112952223,80.0,204028.3034678661,
T538,19722.8001035286,204569.82969545334,19722.8001035286,80.0,204569.82969545334,
T539,150047.5207048458,205739.92599118943,150047.5207048458,80.0,205739.92599118943,
T540,69396.29355742299,208423.34655462182,69396.29355742299,80.0,208423.34655462182,
T541,92304.32184448888,209015.71862133866,92304.32184448888,80.0,209015.71862133866,
T542,7218.823529411762,210948.23529411765,7218.823529411762,80.0,210948.23529411765,IN_BOUNDS_GAP:
T543,-570.3540500736417,211862.48954344622,-570.3540500736417,80.0,211862.48954344622,
T544,109252.694509222,212080.64108543564,109252.694509222,80.0,212080.64108543564,
T547,27704.600207030016,215589.35325622215,27704.600207030016,80.0,215589.35325622215,
T548,124889.36369761487,216556.19889502763,124889.36369761487,80.0,216556.19889502763,
T549,141261.0448208319,220705.3678995276,141261.0448208319,80.0,220705.3678995276,
T550,85474.19785024595,221077.5121151394,85474.19785024595,80.0,221077.5121151394,
T551,130472.300990099,224032.87445544556,130472.300990099,80.0,224032.87445544556,
T552,58078.13154656091,225741.36797483935,58078.13154656091,80.0,225741.36797483935,
T553,41358.1112356644,225893.27860653616,41358.1112356644,80.0,225893.27860653616,
T554,113423.99283475147,228072.36041200178,113423.99283475147,80.0,228072.36041200178,
T555,15488.0,229504.0,15488.0,80.0,229504.0,
T556,82251.4279781988,231146.52270957694,82251.4279781988,80.0,231146.52270957694,
T557,103806.67752309272,231821.39993157715,103806.67752309272,80.0,231821.39993157715,
T558,11333.716996047428,232765.55467720685,11333.716996047428,80.0,232765.55467720685,
T559,111744.0,236032.0,111744.0,80.0,236032.0,
T560,19493.31281444215,236050.94051494525,19493.31281444215,80.0,236050.94051494525,
T561,119640.38138869006,236311.9141016464,119640.38138869006,80.0,236311.9141016464,
T562,26530.461538461546,237988.10256410256,26530.461538461546,80.0,237988.10256410256,
T563,37251.8541436464,240069.86961325968,37251.8541436464,80.0,240069.86961325968,
T564,137077.8240285842,240823.79633765074,137077.8240285842,80.0,240823.79633765074,
T565,95295.87129210657,241542.14580191055,95295.87129210657,80.0,241542.14580191055,
T566,80972.72511535927,242315.73895847064,80972.72511535927,80.0,242315.73895847064,
T567,140190.55639097744,243473.7109440267,140190.55639097744,80.0,243473.7109440267,RESOLVED:T564
T568,54741.856917358324,244006.7148021793,54741.856917358324,80.0,244006.7148021793,
T569,126004.13366106423,244373.02012887795,126004.13366106423,80.0,244373.02012887795,
T570,139776.0,247552.0,139776.0,80.0,247552.0,
T572,136832.0,248704.0,136832.0,80.0,248704.0,
T573,131283.97518772446,250076.50016323867,131283.97518772446,80.0,250076.50016323867,RESOLVED:T569
T574,31212.10341525695,250584.04340887326,31212.10341525695,80.0,250584.04340887326,
T575,112713.4434508154,250670.5355076276,112713.4434508154,80.0,250670.5355076276,
T576,101059.32683560753,251222.33138401562,101059.32683560753,80.0,251222.33138401562,
T577,40522.40674789128,251292.73102155578,40522.40674789128,80.0,251292.73102155578,
T578,36265.07345096429,256401.01764464506,36265.07345096429,80.0,256401.01764464506,
T579,59147.424184261035,256561.89086920756,59147.424184261035,80.0,256561.89086920756,
T580,68251.02004757049,256634.17193340132,68251.02004757049,80.0,256634.17193340132,
T581,15554.796412286421,258388.86405772413,15554.796412286421,80.0,258388.86405772413,
T582,80010.8404993065,258471.71151178918,80010.8404993065,80.0,258471.71151178918,
T583,96229.83263278563,258590.21719526174,96229.83263278563,80.0,258590.21719526174,
T584,89611.82074770983,262726.0371379054,89611.82074770983,80.0,262726.0371379054,
T585,51473.25950314276,265271.4564501646,51473.25950314276,80.0,265271.4564501646,IN_BOUNDS_GAP:
T586,25822.058735262588,265944.2829581993,25822.058735262588,80.0,265944.2829581993,
T587,144522.92939244665,268886.3842364532,144522.92939244665,80.0,268886.3842364532,
T588,91378.83669271905,270507.0966680378,91378.83669271905,80.0,270507.0966680378,
T589,117465.37907200502,271784.96090482455,117465.37907200502,80.0,271784.96090482455,
T590,31615.628716461215,272798.80622028845,31615.628716461215,80.0,272798.80622028845,
T591,71643.4276202861,275212.99641092325,71643.4276202861,80.0,275212.99641092325,
T592,46111.333458434965,276699.21411146555,46111.333458434965,80.0,276699.21411146555,
T593,93986.76371933828,281071.4833998859,93986.76371933828,80.0,281071.4833998859,
T594,11528.70425321463,283324.61325420375,11528.70425321463,80.0,283324.61325420375,
T595,39776.19529206626,285374.90264458006,39776.19529206626,80.0,285374.90264458006,
T596,72855.32982424836,289776.1156213757,72855.32982424836,80.0,289776.1156213757,
T597,88797.10133386421,290771.31594664545,88797.10133386421,80.0,290771.31594664545,
T598,60326.601250236796,291633.81549535895,60326.601250236796,80.0,291633.81549535895,
T599,26903.647513527438,294919.3712960577,26903.647513527438,80.0,294919.3712960577,
T600,115554.52214382225,295492.3332832908,115554.52214382225,80.0,295492.3332832908,
T601,117760.0,295680.0,117760.0,80.0,295680.0,
T602,79126.17525083612,296434.19826086954,79126.17525083612,80.0,296434.19826086954,
T603,39727.35139065626,297032.5977095074,39727.35139065626,80.0,297032.5977095074,
T604,105392.24095112286,297193.75358872744,105392.24095112286,80.0,297193.75358872744,
T605,9169.06105944197,297960.3526081682,9169.06105944197,80.0,297960.3526081682,
T606,46971.63154406892,301206.03313452617,46971.63154406892,80.0,301206.03313452617,
T607,85235.31327433628,304680.90233306517,85235.31327433628,80.0,304680.90233306517,
T608,21328.02928217988,304814.8428116315,21328.02928217988,80.0,304814.8428116315,
T609,72037.39242599637,307350.46932363155,72037.39242599637,80.0,307350.46932363155,
T610,62209.714816288644,307598.46557898924,62209.714816288644,80.0,307598.46557898924,
T611,37805.5174461767,308674.54533884826,37805.5174461767,80.0,308674.54533884826,
T612,50450.85244806626,314775.1444793267,50450.85244806626,80.0,314775.1444793267,
T613,89667.65262414687,315882.55871969875,89667.65262414687,80.0,315882.55871969875,
T614,30135.085081123863,318919.0027700831,30135.085081123863,80.0,318919.0027700831,
T615,5466.261192052974,319775.4094481236,5466.261192052974,80.0,319775.4094481236,
T616,17142.369954883543,320101.81782709423,17142.369954883543,80.0,320101.81782709423,
T617,68809.47262388299,320225.74167343625,68809.47262388299,80.0,320225.74167343625,
T618,103169.89926389614,321248.58053671825,103169.89926389614,80.0,321248.58053671825,
T619,58248.05594405593,325359.86906710314,58248.05594405593,80.0,325359.86906710314,
T620,83356.77261888064,326383.00575115724,83356.77261888064,80.0,326383.00575115724,
T621,35886.827598502394,328148.8008557675,35886.827598502394,80.0,328148.8008557675,
T622,68761.21163490473,330146.2788365095,68761.21163490473,80.0,330146.2788365095,
T623,44944.57572162911,330315.9193357058,44944.57572162911,80.0,330315.9193357058,
T624,18237.163146901832,333741.637193471,18237.163146901832,80.0,333741.637193471,
T625,54148.818432581524,334148.16420574393,54148.818432581524,80.0,334148.16420574393,
T626,78126.65229540918,338598.23393213574,78126.65229540918,80.0,338598.23393213574,
T627,40552.637168141606,338905.2642225032,40552.637168141606,80.0,338905.2642225032,
T628,52845.67251962883,342089.09064953605,52845.67251962883,80.0,342089.09064953605,
T629,68285.57959542653,344475.1423043096,68285.57959542653,80.0,344475.1423043096,
T630,27714.003488478833,345814.2851372441,27714.003488478833,80.0,345814.2851372441,
T631,10995.46769261123,349106.81108809315,10995.46769261123,80.0,349106.81108809315,
T632,37816.422339800105,350397.5543797766,37816.422339800105,80.0,350397.5543797766,
T633,81538.78260869568,351128.9010846389,81538.78260869568,80.0,351128.9010846389,
T634,319.5516224188759,351333.67158308753,319.5516224188759,80.0,351333.67158308753,IN_BOUNDS_GAP:
T635,59128.97137860683,354851.7773243952,59128.97137860683,80.0,354851.7773243952,
T636,-1280.0,358720.0,-1280.0,80.0,358720.0,
T637,74513.33470648815,358763.4356333677,74513.33470648815,80.0,358763.4356333677,
T638,-1450.666666666686,358997.3333333333,-1450.666666666686,80.0,358997.3333333333,IN_BOUNDS_GAP:
T639,22140.85427817567,359780.21922352054,22140.85427817567,80.0,359780.21922352054,
T640,43232.18175363864,360028.4103656372,43232.18175363864,80.0,360028.4103656372,
T641,93525.33333333337,360234.6666666667,93525.33333333337,80.0,360234.6666666667,
T642,1953.9681093394029,360235.26195899775,1953.9681093394029,80.0,360235.26195899775,
T643,94336.0,361472.0,94336.0,80.0,361472.0,
T644,97547.7721966749,364365.5833038557,97547.7721966749,80.0,364365.5833038557,
T645,49142.91496837666,365683.69472944486,49142.91496837666,80.0,365683.69472944486,
T646,32281.185416992637,368472.965107182,32281.185416992637,80.0,368472.965107182,
T647,15524.340620140865,371229.2340620141,15524.340620140865,80.0,371229.2340620141,
T648,57756.043629027175,371644.67915011663,57756.043629027175,80.0,371644.67915011663,
T649,34940.181931464176,382102.71900311526,34940.181931464176,80.0,382102.71900311526,
T650,19840.0,383360.0,19840.0,80.0,383360.0,
T651,39808.0,383488.0,39808.0,80.0,383488.0,
T652,39680.0,383616.0,39680.0,80.0,383616.0,
T653,40448.0,385344.0,40448.0,80.0,385344.0,
T654,96368.30069238378,86510.21167161225,96368.30069238378,80.0,86510.21167161225,
T655,76765.02405745062,169917.74027528428,76765.02405745062,80.0,169917.74027528428,IN_BOUNDS_GAP:
