tile_id,default_ruling_faction,waypoint_level,map_region,source,balance_weight,reason,questionable
T255,DORWINION,2,DORWINION,WAYPOINT_DEFAULT,4,Waypoint default: Vintner Court,NO
T256,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T257,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T244 is 373.8px away.,NO
T258,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T244 is 511.6px away.,NO
T259,RHUDEL,0,RHUDEL,CORE_EXPANSION,1,Connected core expansion from T244; nearest clear faction anchor 83.5px away,NO
T260,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T244 is 514.7px away.,NO
T261,RHUDEL,0,RHUDEL,CORE_EXPANSION,1,Connected core expansion from T244; nearest clear faction anchor 57.1px away,NO
T262,RHUDEL,0,RHUDEL,CORE_EXPANSION,1,Connected core expansion from T244; nearest clear faction anchor 61.6px away,NO
T263,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T244 is 157.8px away.,NO
T264,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T265,DOL_GULDUR,0,MIRKWOOD (DOL_GULDUR),CORE_EXPANSION,1,Connected core expansion from T246; nearest clear faction anchor 86.8px away,NO
T266,LOTHLORIEN,1,VALES_OF_ANDUIN (CELEBRANT),WAYPOINT_DEFAULT,2,Waypoint default: Field of Celebrant,NO
T267,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T268,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T269,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T244 is 692.9px away.,NO
T270,DOL_GULDUR,0,MIRKWOOD (DOL_GULDUR),CORE_EXPANSION,1,Connected core expansion from T246; nearest clear faction anchor 63.0px away,NO
T271,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T272,,0,,UNCLAIMED,0,Unclaimed contested border between FANGORN and LOTHLORIEN.,NO
T273,DORWINION,0,DORWINION,CORE_EXPANSION,1,Connected core expansion from T275; nearest clear faction anchor 59.8px away,NO
T274,,1,ERIADOR,WAYPOINT_DEFAULT,0,Waypoint default: Eryn Vorn,NO
T275,DORWINION,2,DORWINION,WAYPOINT_DEFAULT,4,Waypoint default: Golden Ford,NO
T276,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T244 is 413.2px away.,NO
T277,DORWINION,0,DORWINION,CORE_EXPANSION,1,Connected core expansion from T275; nearest clear faction anchor 32.8px away,NO
T278,RHUDEL,0,RHUDEL,CORE_EXPANSION,1,Connected core expansion from T244; nearest clear faction anchor 112.5px away,NO
T279,DUNLAND,3,DUNLAND,WAYPOINT_DEFAULT,6,Waypoint default: Dwarrowvale,NO
T280,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T244 is 268.4px away.,NO
T281,,1,BROWN_LANDS,WAYPOINT_DEFAULT,0,Waypoint default: North Undeep,NO
T282,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T283,FANGORN,1,FANGORN,WAYPOINT_DEFAULT,2,Waypoint default: Wellinghall,NO
T284,DUNLAND,2,ENEDWAITH,WAYPOINT_DEFAULT,4,Waypoint default: Lond Daer,NO
T285,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T246 is 124.6px away.,NO
T286,DUNLAND,3,DUNLAND,WAYPOINT_DEFAULT,6,Waypoint default: Firwold,NO
T287,FANGORN,1,FANGORN,WAYPOINT_DEFAULT,2,Waypoint default: Treebeard's Hill,NO
T288,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T241 is 142.2px away.,NO
T289,DUNLAND,0,ENEDWAITH,CORE_EXPANSION,1,Connected core expansion from T284; nearest clear faction anchor 81.0px away,NO
T290,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T244 is 129.7px away.,NO
T291,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T244 is 136.1px away.,NO
T292,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T293,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T244 is 138.5px away.,NO
T294,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T244 is 139.5px away.,NO
T295,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T244 is 141.2px away.,NO
T296,DORWINION,0,DORWINION,CORE_EXPANSION,1,Connected core expansion from T275; nearest clear faction anchor 57.8px away,NO
T297,,1,BROWN_LANDS,WAYPOINT_DEFAULT,0,Waypoint default: South Undeep,NO
T298,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T346 is 125.6px away.,NO
T299,,0,,UNCLAIMED,0,Unclaimed contested border between DUNLAND and GUNDABAD.,NO
T300,FANGORN,2,FANGORN,WAYPOINT_DEFAULT,4,Waypoint default: Derndingle,NO
T301,GUNDABAD,1,MISTY_MOUNTAINS,WAYPOINT_DEFAULT,2,Waypoint default: Mount Methedras,NO
T302,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T244 is 158.4px away.,NO
T303,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T244 is 369.7px away.,NO
T304,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T244 is 937.5px away.,NO
T305,FANGORN,0,FANGORN,CORE_EXPANSION,1,Connected core expansion from T300; nearest clear faction anchor 16.3px away,NO
T306,DUNLAND,2,ENEDWAITH,WAYPOINT_DEFAULT,4,Waypoint default: Old South Road,NO
T307,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T308,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T244 is 237.0px away.,NO
T309,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T310,ISENGARD,0,NAN_CURUNIR,CORE_EXPANSION,1,Connected core expansion from T315; nearest clear faction anchor 9.6px away,NO
T311,ISENGARD,3,URUK_HIGHLANDS,WAYPOINT_DEFAULT,6,Waypoint default: Uruk Highlands,NO
T312,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T355 is 123.5px away.,NO
T313,DUNLAND,0,ENEDWAITH,CORE_EXPANSION,1,Connected core expansion from T284; nearest clear faction anchor 73.7px away,NO
T314,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T315,ISENGARD,3,NAN_CURUNIR,WAYPOINT_DEFAULT,8,Waypoint default: Isengard,NO
T316,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T244 is 328.2px away.,NO
T317,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T244 is 719.5px away.,NO
T318,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T244 is 523.7px away.,NO
T319,,0,,UNCLAIMED,0,Unclaimed contested border between DORWINION and MORDOR.,NO
T320,DUNLAND,3,DUNLAND,WAYPOINT_DEFAULT,6,Waypoint default: Wulfburg,NO
T321,DUNLAND,3,DUNLAND,WAYPOINT_DEFAULT,6,Waypoint default: Fords of Isen,NO
T322,,0,,UNCLAIMED,0,Unclaimed contested border between DORWINION and MORDOR.,NO
T323,,0,,UNCLAIMED,0,Unclaimed contested border between ROHAN and ISENGARD.,NO
T324,ROHAN,2,ROHAN (WESTEMNET),WAYPOINT_DEFAULT,4,Waypoint default: Entwade,NO
T325,ROHAN,2,ROHAN (WESTFOLD),WAYPOINT_DEFAULT,4,Waypoint default: Grimslade,NO
T326,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T327,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T328,ROHAN,2,ROHAN (EASTEMNET),WAYPOINT_DEFAULT,4,Waypoint default: Eastmark,NO
T329,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T330,DUNLAND,2,ENEDWAITH,WAYPOINT_DEFAULT,4,Waypoint default: Mouths of Isen,NO
T331,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T332,MORDOR,1,EMYN_MUIL,WAYPOINT_DEFAULT,2,Waypoint default: Argonath,NO
T333,DUNLAND,2,WEST_MARCH,WAYPOINT_DEFAULT,4,Waypoint default: Corsair's Landing,NO
T334,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T335,ROHAN,3,ROHAN (WESTFOLD),WAYPOINT_DEFAULT,6,Waypoint default: Helm's Deep,NO
T336,MORDOR,1,EMYN_MUIL,WAYPOINT_DEFAULT,2,Waypoint default: Amon Lhaw,NO
T337,DUNLAND,2,WEST_MARCH,WAYPOINT_DEFAULT,4,Waypoint default: Freca's Hold,NO
T338,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T339,,1,VALES_OF_ANDUIN,WAYPOINT_DEFAULT,0,Waypoint default: Rauros,NO
T340,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T342,ROHAN,0,ROHAN (EASTFOLD),CORE_EXPANSION,1,Connected core expansion from T348; nearest clear faction anchor 24.6px away,NO
T343,MORDOR,1,EMYN_MUIL,WAYPOINT_DEFAULT,2,Waypoint default: Amon Hen,NO
T344,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T244 is 472.4px away.,NO
T345,DUNLAND,0,WEST_MARCH,CORE_EXPANSION,1,Connected core expansion from T333; nearest clear faction anchor 36.2px away,NO
T346,MORDOR,3,MORDOR (UDUN),WAYPOINT_DEFAULT,6,Waypoint default: Valley of Udun,NO
T347,ROHAN,1,WHITE_MOUNTAINS,WAYPOINT_DEFAULT,2,Waypoint default: Dunharrow,NO
T348,ROHAN,3,ROHAN (EASTFOLD),WAYPOINT_DEFAULT,8,Waypoint default: Edoras (Capital),NO
T349,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T355 is 172.4px away.,NO
T350,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T355 is 325.9px away.,NO
T351,,0,,UNCLAIMED,0,Unclaimed contested border between MORDOR and GONDOR.,NO
T352,GONDOR,2,ITHILIEN,WAYPOINT_DEFAULT,4,Waypoint default: North Ithilien,NO
T353,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T354,ROHAN,2,ROHAN (EASTFOLD),WAYPOINT_DEFAULT,4,Waypoint default: Aldburg,NO
T355,MORDOR,3,MORDOR (EASTERN_DESOLATION),WAYPOINT_DEFAULT,6,Waypoint default: Eastern Guard,NO
T356,MORDOR,3,MORDOR (MOUNTIANS),WAYPOINT_DEFAULT,6,Waypoint default: Durthang,NO
T357,MORDOR,3,MORDOR,WAYPOINT_DEFAULT,6,Waypoint default: Carach Angren,NO
T358,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T359,ROHAN,2,ROHAN (EASTEMNET),WAYPOINT_DEFAULT,4,Waypoint default: Mering Stream,NO
T360,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T361,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T362,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T355 is 524.9px away.,NO
T363,MORDOR,3,MORDOR,WAYPOINT_DEFAULT,6,Waypoint default: Seregost,NO
T364,MORDOR,3,MORDOR,WAYPOINT_DEFAULT,6,Waypoint default: Amon Angren,NO
T365,GONDOR,1,GONDOR (ANORIEN),WAYPOINT_DEFAULT,2,Waypoint default: Calenhad,NO
T366,GONDOR,1,GONDOR (ANORIEN),WAYPOINT_DEFAULT,2,Waypoint default: Halifirien,NO
T367,GONDOR,1,GONDOR (ANORIEN),WAYPOINT_DEFAULT,2,Waypoint default: Min-Rimmon,NO
T368,GONDOR,1,GONDOR (ANORIEN),WAYPOINT_DEFAULT,2,Waypoint default: Erelas,NO
T369,MORDOR,3,MORDOR (GORGOROTH),WAYPOINT_DEFAULT,6,Waypoint default: Mount Doom,NO
T370,GONDOR,1,GONDOR (ANORIEN),WAYPOINT_DEFAULT,2,Waypoint default: Cair Andros,NO
T371,GONDOR,1,GONDOR (ANORIEN),WAYPOINT_DEFAULT,2,Waypoint default: Nardol,NO
T372,GONDOR,1,WHITE_MOUNTAINS,WAYPOINT_DEFAULT,2,Waypoint default: Tarlang's Neck,NO
T373,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T355 is 635.2px away.,NO
T374,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T375,GONDOR,2,ITHILIEN,WAYPOINT_DEFAULT,4,Waypoint default: Crossroads of the Fallen King,NO
T376,GONDOR,1,GONDOR (ANORIEN),WAYPOINT_DEFAULT,2,Waypoint default: Eilenach,NO
T377,GONDOR,2,BLACKROOT_VALE,WAYPOINT_DEFAULT,4,Waypoint default: Erech,NO
T378,MORDOR,3,MORDOR (GORGOROTH),WAYPOINT_DEFAULT,8,Waypoint default: Barad-dur,NO
T379,GONDOR,1,GONDOR (ANORIEN),WAYPOINT_DEFAULT,2,Waypoint default: Amon Din,NO
T380,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T381,MORDOR,3,MORDOR (MORGUL_VALE),WAYPOINT_DEFAULT,8,Waypoint default: Minas Morgul (Capital),NO
T382,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T383,GONDOR,2,LAMEDON,WAYPOINT_DEFAULT,4,Waypoint default: Calembel,NO
T384,GONDOR,1,GONDOR (ANORIEN),WAYPOINT_DEFAULT,2,Waypoint default: West Osgiliath,NO
T385,GONDOR,2,LAMEDON,WAYPOINT_DEFAULT,4,Waypoint default: Ethring,NO
T386,GONDOR,2,ITHILIEN,WAYPOINT_DEFAULT,4,Waypoint default: East Osgiliath,NO
T387,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T388,GONDOR,3,GONDOR (PERENNOR_FIELDS),WAYPOINT_DEFAULT,8,Waypoint default: Minas Tirith (Captial),NO
T389,GONDOR,2,LOSSARNACH,WAYPOINT_DEFAULT,4,Waypoint default: Imloth Melui,NO
T390,GONDOR,2,PINNATH_GELIN,WAYPOINT_DEFAULT,4,Waypoint default: Pinnath Gelin,NO
T391,MORDOR,3,MORDOR (MOUNTIANS),WAYPOINT_DEFAULT,6,Waypoint default: Cirith Ungol,NO
T392,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T393,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T244 is 1085.4px away.,NO
T394,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T355 is 426.7px away.,NO
T395,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T396,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T355 is 302.1px away.,NO
T397,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T398,GONDOR,2,LOSSARNACH,WAYPOINT_DEFAULT,4,Waypoint default: Crossings of Erui,NO
T399,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T400,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T401,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T355 is 828.5px away.,NO
T402,GONDOR,2,ITHILIEN (HILLS),WAYPOINT_DEFAULT,4,Waypoint default: Emyn Arnen,NO
T403,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T404,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T405,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T355 is 730.6px away.,NO
T406,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T355 is 192.8px away.,NO
T407,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T408,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T409,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T355 is 140.1px away.,NO
T410,GONDOR,2,DOR_EN_ERNIL,WAYPOINT_DEFAULT,4,Waypoint default: Edhellond,NO
T411,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T412,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T413,GONDOR,2,LEBENNIN,WAYPOINT_DEFAULT,4,Waypoint default: Linhir,NO
T414,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T364 is 134.6px away.,NO
T415,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T416,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T417,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T418,GONDOR,2,DOR_EN_ERNIL,WAYPOINT_DEFAULT,4,Waypoint default: Tarnost,NO
T419,GONDOR,1,WHITE_MOUNTAINS,WAYPOINT_DEFAULT,2,Waypoint default: Ras Morthil,NO
T420,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T355 is 174.0px away.,NO
T421,GONDOR,2,LEBENNIN,WAYPOINT_DEFAULT,4,Waypoint default: Pelargir,NO
T422,GONDOR,2,DOR_EN_ERNIL,WAYPOINT_DEFAULT,4,Waypoint default: Dol Amroth,NO
T423,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T424,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T425,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T426,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T355 is 1070.3px away.,NO
T427,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T364 is 175.4px away.,NO
T428,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T355 is 332.4px away.,NO
T429,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T355 is 455.5px away.,NO
T430,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T431,GONDOR,1,LEBENNIN,WAYPOINT_DEFAULT,2,Waypoint default: Ethir Anduin,NO
T432,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T355 is 586.2px away.,NO
T433,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T654 is 134.4px away.,NO
T434,HARAD,2,TOLFALAS,WAYPOINT_DEFAULT,4,Waypoint default: Tolfalas,NO
T435,GONDOR,2,ITHILIEN,WAYPOINT_DEFAULT,4,Waypoint default: Crossings of Poros,NO
T436,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T355 is 245.4px away.,NO
T437,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T355 is 292.2px away.,NO
T438,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T355 is 1083.3px away.,NO
T439,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T654 is 220.6px away.,NO
T440,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T355 is 955.8px away.,NO
T441,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T442,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T355 is 727.3px away.,NO
T443,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T444,,0,,UNCLAIMED,0,Unclaimed contested border between HARAD and GONDOR.,NO
T445,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T450 is 188.2px away.,NO
T446,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T355 is 478.3px away.,NO
T447,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T355 is 333.7px away.,NO
T448,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T449,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T355 is 1021.4px away.,NO
T450,HARAD,2,HARNEDOR,WAYPOINT_DEFAULT,4,Waypoint default: Crossings of Lithnen,NO
T451,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T355 is 905.5px away.,NO
T452,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T469 is 123.4px away.,NO
T453,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T355 is 794.1px away.,NO
T454,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T455,HARAD,1,HARONDOR,WAYPOINT_DEFAULT,2,Waypoint default: Crossings of Harnen,NO
T456,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T355 is 620.9px away.,NO
T457,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T469 is 115.8px away.,NO
T458,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T355 is 617.6px away.,NO
T459,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T355 is 617.8px away.,NO
T460,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T461,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T355 is 1146.8px away.,NO
T462,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T463,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T464,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T465,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T355 is 1031.6px away.,NO
T466,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T467,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T469 is 156.5px away.,NO
T468,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T355 is 635.7px away.,NO
T469,HARAD,3,UMBAR,WAYPOINT_DEFAULT,6,Waypoint default: Gate of Umbar,NO
T470,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T471,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T355 is 808.8px away.,NO
T472,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T479 is 125.2px away.,NO
T473,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T483 is 149.8px away.,NO
T474,HARAD,0,UMBAR,CORE_EXPANSION,1,Connected core expansion from T469; nearest clear faction anchor 67.0px away,NO
T475,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T476,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T355 is 1003.2px away.,NO
T477,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T478,HARAD,0,SOUTHRON_COASTS,CORE_EXPANSION,1,Connected core expansion from T483; nearest clear faction anchor 79.9px away,NO
T479,HARAD,2,SOUTHRON_COASTS,WAYPOINT_DEFAULT,4,Waypoint default: Gardens of Baruphel,NO
T480,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T455 is 290.7px away.,NO
T481,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T455 is 274.9px away.,NO
T482,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T455 is 273.1px away.,NO
T483,HARAD,2,SOUTHRON_COASTS,WAYPOINT_DEFAULT,4,Waypoint default: Cedar-woods,NO
T484,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T455 is 294.4px away.,NO
T485,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T483 is 123.2px away.,NO
T486,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T455 is 344.7px away.,NO
T487,,0,,UNCLAIMED,0,Unclaimed buffer for balance; not part of a connected core expansion.,NO
T488,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T483 is 121.5px away.,NO
T489,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T479 is 332.0px away.,NO
T490,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T450 is 652.0px away.,NO
T491,HARAD,0,SOUTHRON_COASTS,CORE_EXPANSION,1,Connected core expansion from T483; nearest clear faction anchor 111.4px away,NO
T492,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T455 is 362.8px away.,NO
T493,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T455 is 465.7px away.,NO
T494,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T483 is 246.9px away.,NO
T495,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T483 is 253.9px away.,NO
T496,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T483 is 143.0px away.,NO
T497,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T455 is 452.4px away.,NO
T498,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T483 is 165.1px away.,NO
T499,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T483 is 212.5px away.,NO
T500,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T479 is 204.4px away.,NO
T501,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 1035.8px away.,NO
T502,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T479 is 476.5px away.,NO
T503,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T479 is 233.8px away.,NO
T504,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T455 is 537.8px away.,NO
T505,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T455 is 538.4px away.,NO
T506,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T455 is 587.4px away.,NO
T507,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T483 is 243.0px away.,NO
T508,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T575 is 692.8px away.,NO
T509,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T479 is 536.2px away.,NO
T510,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T479 is 290.0px away.,NO
T511,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T483 is 286.0px away.,NO
T512,,0,,UNCLAIMED,0,Unclaimed wilderness/buffer; nearest faction anchor T479 is 289.1px away.,NO
